step,mutation,steps,method,type,flit,feat,lit,op,chars,BFED,BFCD,timeSelection,timeSimplification
0,OnlySelec,AND,2,349,0,1261,24041,-1,-1,213797227,111892,0
1,OnlySelec,AND,2,349,0,1265,24115,-1,-1,92873201,56986,0
2,OnlySelec,AND,2,349,0,1268,24163,-1,-1,42968299,57219,0
3,OnlySelec,AND,2,351,0,1272,24235,-1,-1,44449848,60688,0
4,OnlySelec,AND,2,351,0,1276,24275,-1,-1,32154123,72813,0
5,OnlySelec,AND,2,351,0,1276,24275,-1,-1,32154123,72813,0
5,OnlySelec,AND,2,351,0,1276,24275,-1,-1,32154123,72813,0
