step,method,type,flit,feat,lit,op,chars,BFED,BFCD,timeSelection,timeSimplification,timeTotal
765,Espresso,AND,2,0,0,0,0,-1,-1,155444551,54793408,0
766,Espresso,AND,2,0,0,0,0,-1,-1,156233615,54714623,0
767,Espresso,AND,2,0,0,0,0,-1,-1,155697208,55320155,0
768,Espresso,AND,2,0,0,0,0,-1,-1,156426805,54766844,0
769,Espresso,AND,2,0,0,0,0,-1,-1,155275812,54275415,0
770,Espresso,AND,2,0,0,0,0,-1,-1,156676142,56157817,0
771,Espresso,AND,2,0,0,0,0,-1,-1,156744363,53879676,0
772,Espresso,AND,2,0,0,0,0,-1,-1,156203730,54678400,0
773,Espresso,AND,2,0,0,0,0,-1,-1,158597786,54707680,0
774,Espresso,AND,2,0,0,0,0,-1,-1,156688216,54849253,0
775,Espresso,AND,2,0,0,0,0,-1,-1,157523767,54955809,0
776,Espresso,AND,2,0,0,0,0,-1,-1,159746063,56192532,0
777,Espresso,AND,2,0,0,0,0,-1,-1,158525339,55800717,0
778,Espresso,AND,2,0,0,0,0,-1,-1,160652852,54560070,0
779,Espresso,AND,2,0,0,0,0,-1,-1,159695048,54962450,0
780,Espresso,AND,2,0,0,0,0,-1,-1,160495884,55350643,0
781,Espresso,AND,2,0,0,0,0,-1,-1,160213645,55763890,0
782,Espresso,AND,2,0,0,0,0,-1,-1,161801732,61979498,0
783,Espresso,AND,2,0,0,0,0,-1,-1,164386262,54759298,0
784,Espresso,AND,2,0,0,0,0,-1,-1,160968296,56293353,0
785,Espresso,AND,2,0,0,0,0,-1,-1,161705138,54948866,0
786,Espresso,AND,2,0,0,0,0,-1,-1,161219444,55258575,0
787,Espresso,AND,2,0,0,0,0,-1,-1,162398511,54996560,0
788,Espresso,AND,2,0,0,0,0,-1,-1,163531997,54776806,0
789,Espresso,AND,2,0,0,0,0,-1,-1,162515633,55900632,0
790,Espresso,AND,2,0,0,0,0,-1,-1,164145981,55046065,0
791,Espresso,AND,2,0,0,0,0,-1,-1,163779825,55324079,0
792,Espresso,AND,2,0,0,0,0,-1,-1,164044857,55599074,0
793,Espresso,AND,2,0,0,0,0,-1,-1,164330418,54551316,0
794,Espresso,AND,2,0,0,0,0,-1,-1,165448207,54739677,0
795,Espresso,AND,2,0,0,0,0,-1,-1,164211484,55505497,0
796,Espresso,AND,2,0,0,0,0,-1,-1,165630530,67600442,0
797,Espresso,AND,2,0,0,0,0,-1,-1,164660050,55042141,0
798,Espresso,AND,2,0,0,0,0,-1,-1,166911022,54706774,0
799,Espresso,AND,2,0,0,0,0,-1,-1,168405534,53771610,0
800,Espresso,AND,2,0,0,0,0,-1,-1,166497776,55973079,0
801,Espresso,AND,2,0,0,0,0,-1,-1,165476582,54857101,0
802,Espresso,AND,2,0,0,0,0,-1,-1,166228214,56432813,0
803,Espresso,AND,2,0,0,0,0,-1,-1,167219222,54695001,0
804,Espresso,AND,2,0,0,0,0,-1,-1,167837130,55183412,0
805,Espresso,AND,2,0,0,0,0,-1,-1,169292702,54991126,0
806,Espresso,AND,2,0,0,0,0,-1,-1,168071978,55244992,0
807,Espresso,AND,2,0,0,0,0,-1,-1,168540465,54957621,0
808,Espresso,AND,2,0,0,0,0,-1,-1,168762635,55487385,0
809,Espresso,AND,2,0,0,0,0,-1,-1,168878247,55785322,0
810,Espresso,AND,2,0,0,0,0,-1,-1,169619012,54401896,0
811,Espresso,AND,2,0,0,0,0,-1,-1,170241751,55478027,0
812,Espresso,AND,2,0,0,0,0,-1,-1,168304713,54786164,0
813,Espresso,AND,2,0,0,0,0,-1,-1,170054598,54906002,0
814,Espresso,AND,2,0,0,0,0,-1,-1,170335630,55037613,0
815,Espresso,AND,2,0,0,0,0,-1,-1,170368834,56079636,0
816,Espresso,AND,2,0,0,0,0,-1,-1,172088835,55692349,0
817,Espresso,AND,2,0,0,0,0,-1,-1,172106645,54944942,0
818,Espresso,AND,2,0,0,0,0,-1,-1,172690141,54917171,0
819,Espresso,AND,2,0,0,0,0,-1,-1,173734276,54647912,0
820,Espresso,AND,2,0,0,0,0,-1,-1,172651503,55081987,0
821,Espresso,AND,2,0,0,0,0,-1,-1,173031848,65903986,0
822,Espresso,AND,2,0,0,0,0,-1,-1,173585761,55701102,0
823,Espresso,AND,2,0,0,0,0,-1,-1,174120657,55643146,0
824,Espresso,AND,2,0,0,0,0,-1,-1,173366308,55427617,0
825,Espresso,AND,4,0,0,0,0,-1,-1,188254670,54708887,0
826,Espresso,AND,4,0,0,0,0,-1,-1,187573371,55503686,0
827,Espresso,AND,2,0,0,0,0,-1,-1,175046162,55027049,0
828,Espresso,AND,2,0,0,0,0,-1,-1,176284997,55360000,0
829,Espresso,AND,2,0,0,0,0,-1,-1,177148017,55357283,0
830,Espresso,AND,2,0,0,0,0,-1,-1,175793266,55849618,0
831,Espresso,AND,2,0,0,0,0,-1,-1,176408458,55424297,0
832,Espresso,AND,2,0,0,0,0,-1,-1,177411239,54952187,0
833,Espresso,AND,2,0,0,0,0,-1,-1,177087342,56041903,0
834,Espresso,AND,2,0,0,0,0,-1,-1,176441361,55125153,0
835,Espresso,AND,2,0,0,0,0,-1,-1,178603889,55266122,0
836,Espresso,AND,2,0,0,0,0,-1,-1,178666979,55142358,0
837,Espresso,AND,2,0,0,0,0,-1,-1,179404423,55184921,0
838,Espresso,AND,2,0,0,0,0,-1,-1,179397480,55587301,0
839,Espresso,AND,2,0,0,0,0,-1,-1,179765449,55562247,0
840,Espresso,AND,2,0,0,0,0,-1,-1,188946233,55929912,0
841,Espresso,AND,2,0,0,0,0,-1,-1,180790265,55168318,0
842,Espresso,AND,2,0,0,0,0,-1,-1,180101419,56794743,0
843,Espresso,AND,2,0,0,0,0,-1,-1,181777650,55603300,0
844,Espresso,AND,2,0,0,0,0,-1,-1,180885653,55928403,0
845,Espresso,AND,2,0,0,0,0,-1,-1,181437755,55947421,0
846,Espresso,AND,2,0,0,0,0,-1,-1,181455263,55686010,0
847,Espresso,AND,2,0,0,0,0,-1,-1,181751389,56073900,0
848,Espresso,AND,2,0,0,0,0,-1,-1,181561216,55756645,0
849,Espresso,AND,2,0,0,0,0,-1,-1,183100101,56252602,0
850,Espresso,AND,2,0,0,0,0,-1,-1,184689396,56848474,0
851,Espresso,AND,2,0,0,0,0,-1,-1,182528981,56581629,0
852,Espresso,AND,2,0,0,0,0,-1,-1,184663134,56759727,0
853,Espresso,AND,2,0,0,0,0,-1,-1,184422250,58963610,0
854,Espresso,AND,2,0,0,0,0,-1,-1,183635299,56495298,0
855,Espresso,AND,2,0,0,0,0,-1,-1,184864173,56563820,0
856,Espresso,AND,2,0,0,0,0,-1,-1,185631805,56180457,0
857,Espresso,AND,2,0,0,0,0,-1,-1,186574817,56715655,0
858,Espresso,AND,2,0,0,0,0,-1,-1,185350471,56949899,0
859,Espresso,AND,2,0,0,0,0,-1,-1,185693988,57776393,0
860,Espresso,AND,2,0,0,0,0,-1,-1,185203464,56286410,0
861,Espresso,AND,2,0,0,0,0,-1,-1,186265410,56500731,0
862,Espresso,AND,2,0,0,0,0,-1,-1,187542581,67198665,0
863,Espresso,AND,2,0,0,0,0,-1,-1,186692240,56604269,0
864,Espresso,AND,2,0,0,0,0,-1,-1,187049643,55999039,0
865,Espresso,AND,2,0,0,0,0,-1,-1,189505580,57416575,0
866,Espresso,AND,2,0,0,0,0,-1,-1,187464702,56336217,0
867,Espresso,AND,2,0,0,0,0,-1,-1,189404456,57174786,0
868,Espresso,AND,2,0,0,0,0,-1,-1,187690493,56559292,0
869,Espresso,AND,2,0,0,0,0,-1,-1,189812571,55541419,0
870,Espresso,AND,2,0,0,0,0,-1,-1,189802912,56776028,0
871,Espresso,AND,2,0,0,0,0,-1,-1,190185671,57279229,0
872,Espresso,AND,2,0,0,0,0,-1,-1,191079480,56560801,0
873,Espresso,AND,2,0,0,0,0,-1,-1,189786008,56837909,0
874,Espresso,AND,2,0,0,0,0,-1,-1,191014882,57336583,0
875,Espresso,AND,2,0,0,0,0,-1,-1,190749849,57085736,0
876,Espresso,AND,2,0,0,0,0,-1,-1,191085819,56453037,0
877,Espresso,AND,2,0,0,0,0,-1,-1,192571879,56722900,0
878,Espresso,AND,2,0,0,0,0,-1,-1,190751056,56518239,0
879,Espresso,AND,2,0,0,0,0,-1,-1,191583587,57028081,0
880,Espresso,AND,2,0,0,0,0,-1,-1,192879474,55643447,0
881,Espresso,AND,2,0,0,0,0,-1,-1,193809204,55659446,0
882,Espresso,AND,2,0,0,0,0,-1,-1,193681819,56455754,0
883,Espresso,AND,2,0,0,0,0,-1,-1,194437980,57620633,0
884,Espresso,AND,2,0,0,0,0,-1,-1,194037410,56205210,0
885,Espresso,AND,2,0,0,0,0,-1,-1,193952588,57340808,0
886,Espresso,AND,2,0,0,0,0,-1,-1,195519546,57214027,0
887,Espresso,AND,2,0,0,0,0,-1,-1,194023827,57189274,0
888,Espresso,AND,2,0,0,0,0,-1,-1,193764529,58380718,0
889,Espresso,AND,2,0,0,0,0,-1,-1,197246791,56730145,0
890,Espresso,AND,2,0,0,0,0,-1,-1,194872055,57137657,0
891,Espresso,AND,2,0,0,0,0,-1,-1,197279996,56628418,0
892,Espresso,AND,2,0,0,0,0,-1,-1,198027402,57107772,0
893,Espresso,AND,2,0,0,0,0,-1,-1,196381961,56147252,0
894,Espresso,AND,2,0,0,0,0,-1,-1,199933349,57097207,0
895,Espresso,AND,2,0,0,0,0,-1,-1,197252224,71369170,0
896,Espresso,AND,2,0,0,0,0,-1,-1,197843569,57668931,0
897,Espresso,AND,2,0,0,0,0,-1,-1,198048230,57360430,0
898,Espresso,AND,2,0,0,0,0,-1,-1,199272275,57958716,0
899,Espresso,AND,2,0,0,0,0,-1,-1,202850227,57890194,0
900,Espresso,AND,2,0,0,0,0,-1,-1,199812605,56324746,0
901,Espresso,AND,2,0,0,0,0,-1,-1,200399422,57993732,0
902,Espresso,AND,2,0,0,0,0,-1,-1,200397309,57948756,0
903,Espresso,AND,2,0,0,0,0,-1,-1,199646280,57093887,0
904,Espresso,AND,2,0,0,0,0,-1,-1,223029900,56332897,0
905,Espresso,AND,2,0,0,0,0,-1,-1,200877267,56205209,0
906,Espresso,AND,2,0,0,0,0,-1,-1,201108492,57759791,0
907,Espresso,AND,2,0,0,0,0,-1,-1,203267700,56529408,0
908,Espresso,AND,2,0,0,0,0,-1,-1,203683060,57498380,0
909,Espresso,AND,2,0,0,0,0,-1,-1,201728514,56617852,0
910,Espresso,AND,2,0,0,0,0,-1,-1,203264379,57415670,0
911,Espresso,AND,2,0,0,0,0,-1,-1,202126667,56923939,0
912,Espresso,AND,2,0,0,0,0,-1,-1,203025608,56847871,0
913,Espresso,AND,2,0,0,0,0,-1,-1,204780322,57164824,0
914,Espresso,AND,2,0,0,0,0,-1,-1,203342562,56709014,0
915,Espresso,AND,2,0,0,0,0,-1,-1,206151071,57104753,0
916,Espresso,AND,2,0,0,0,0,-1,-1,205233717,57272890,0
917,Espresso,AND,2,0,0,0,0,-1,-1,206304718,56980387,0
918,Espresso,AND,2,0,0,0,0,-1,-1,206143524,57917060,0
919,Espresso,AND,2,0,0,0,0,-1,-1,205372572,57205877,0
920,Espresso,AND,2,0,0,0,0,-1,-1,206208727,57716624,0
921,Espresso,AND,2,0,0,0,0,-1,-1,206786185,56681244,0
922,Espresso,AND,2,0,0,0,0,-1,-1,209935797,57126790,0
923,Espresso,AND,2,0,0,0,0,-1,-1,209935797,57126790,0
923,Espresso,OR,457,0,0,0,0,-1,-1,209935797,57126790,0
924,Espresso,OR,456,0,0,0,0,-1,-1,209935797,57126790,0
925,Espresso,OR,458,0,0,0,0,-1,-1,209935797,57126790,0
926,Espresso,OR,457,0,0,0,0,-1,-1,209935797,57126790,0
927,Espresso,OR,456,0,0,0,0,-1,-1,209935797,57126790,0
928,Espresso,OR,457,0,0,0,0,-1,-1,209935797,57126790,0
929,Espresso,OR,457,0,0,0,0,-1,-1,209935797,57126790,0
930,Espresso,OR,456,0,0,0,0,-1,-1,209935797,57126790,0
931,Espresso,OR,456,0,0,0,0,-1,-1,209935797,57126790,0
932,Espresso,OR,456,0,0,0,0,-1,-1,209935797,57126790,0
933,Espresso,OR,457,0,0,0,0,-1,-1,209935797,57126790,0
934,Espresso,OR,456,0,0,0,0,-1,-1,209935797,57126790,0
935,Espresso,OR,457,0,0,0,0,-1,-1,209935797,57126790,0
936,Espresso,OR,457,0,0,0,0,-1,-1,209935797,57126790,0
937,Espresso,OR,456,0,0,0,0,-1,-1,209935797,57126790,0
938,Espresso,OR,455,0,0,0,0,-1,-1,209935797,57126790,0
939,Espresso,OR,451,0,0,0,0,-1,-1,209935797,57126790,0
940,Espresso,OR,456,0,0,0,0,-1,-1,209935797,57126790,0
941,Espresso,OR,455,0,0,0,0,-1,-1,209935797,57126790,0
942,Espresso,OR,455,0,0,0,0,-1,-1,209935797,57126790,0
943,Espresso,OR,456,0,0,0,0,-1,-1,209935797,57126790,0
944,Espresso,OR,456,0,0,0,0,-1,-1,209935797,57126790,0
945,Espresso,OR,455,0,0,0,0,-1,-1,209935797,57126790,0
946,Espresso,OR,455,0,0,0,0,-1,-1,209935797,57126790,0
947,Espresso,OR,456,0,0,0,0,-1,-1,209935797,57126790,0
948,Espresso,OR,456,0,0,0,0,-1,-1,209935797,57126790,0
949,Espresso,OR,455,0,0,0,0,-1,-1,209935797,57126790,0
950,Espresso,OR,454,0,0,0,0,-1,-1,209935797,57126790,0
951,Espresso,OR,454,0,0,0,0,-1,-1,209935797,57126790,0
952,Espresso,OR,456,0,0,0,0,-1,-1,209935797,57126790,0
953,Espresso,OR,456,0,0,0,0,-1,-1,209935797,57126790,0
954,Espresso,OR,454,0,0,0,0,-1,-1,209935797,57126790,0
955,Espresso,OR,454,0,0,0,0,-1,-1,209935797,57126790,0
956,Espresso,OR,456,0,0,0,0,-1,-1,209935797,57126790,0
957,Espresso,OR,456,0,0,0,0,-1,-1,209935797,57126790,0
958,Espresso,OR,454,0,0,0,0,-1,-1,209935797,57126790,0
959,Espresso,OR,454,0,0,0,0,-1,-1,209935797,57126790,0
960,Espresso,OR,456,0,0,0,0,-1,-1,209935797,57126790,0
961,Espresso,OR,456,0,0,0,0,-1,-1,209935797,57126790,0
962,Espresso,OR,456,0,0,0,0,-1,-1,209935797,57126790,0
963,Espresso,OR,455,0,0,0,0,-1,-1,209935797,57126790,0
964,Espresso,OR,449,0,0,0,0,-1,-1,209935797,57126790,0
965,Espresso,OR,443,0,0,0,0,-1,-1,209935797,57126790,0
966,Espresso,OR,447,0,0,0,0,-1,-1,209935797,57126790,0
967,Espresso,OR,450,0,0,0,0,-1,-1,209935797,57126790,0
968,Espresso,OR,447,0,0,0,0,-1,-1,209935797,57126790,0
969,Espresso,OR,448,0,0,0,0,-1,-1,209935797,57126790,0
970,Espresso,OR,441,0,0,0,0,-1,-1,209935797,57126790,0
971,Espresso,OR,441,0,0,0,0,-1,-1,209935797,57126790,0
972,Espresso,OR,450,0,0,0,0,-1,-1,209935797,57126790,0
973,Espresso,OR,443,0,0,0,0,-1,-1,209935797,57126790,0
974,Espresso,OR,454,0,0,0,0,-1,-1,209935797,57126790,0
975,Espresso,OR,444,0,0,0,0,-1,-1,209935797,57126790,0
976,Espresso,OR,450,0,0,0,0,-1,-1,209935797,57126790,0
977,Espresso,OR,450,0,0,0,0,-1,-1,209935797,57126790,0
978,Espresso,OR,442,0,0,0,0,-1,-1,209935797,57126790,0
979,Espresso,OR,449,0,0,0,0,-1,-1,209935797,57126790,0
980,Espresso,OR,444,0,0,0,0,-1,-1,209935797,57126790,0
981,Espresso,OR,445,0,0,0,0,-1,-1,209935797,57126790,0
982,Espresso,OR,456,0,0,0,0,-1,-1,209935797,57126790,0
983,Espresso,OR,456,0,0,0,0,-1,-1,209935797,57126790,0
984,Espresso,OR,456,0,0,0,0,-1,-1,209935797,57126790,0
985,Espresso,OR,455,0,0,0,0,-1,-1,209935797,57126790,0
986,Espresso,OR,456,0,0,0,0,-1,-1,209935797,57126790,0
987,Espresso,OR,456,0,0,0,0,-1,-1,209935797,57126790,0
988,Espresso,OR,456,0,0,0,0,-1,-1,209935797,57126790,0
989,Espresso,OR,455,0,0,0,0,-1,-1,209935797,57126790,0
990,Espresso,OR,456,0,0,0,0,-1,-1,209935797,57126790,0
991,Espresso,OR,456,0,0,0,0,-1,-1,209935797,57126790,0
992,Espresso,OR,456,0,0,0,0,-1,-1,209935797,57126790,0
993,Espresso,OR,455,0,0,0,0,-1,-1,209935797,57126790,0
994,Espresso,OR,456,0,0,0,0,-1,-1,209935797,57126790,0
995,Espresso,OR,456,0,0,0,0,-1,-1,209935797,57126790,0
996,Espresso,OR,456,0,0,0,0,-1,-1,209935797,57126790,0
997,Espresso,OR,455,0,0,0,0,-1,-1,209935797,57126790,0
998,Espresso,OR,456,0,0,0,0,-1,-1,209935797,57126790,0
999,Espresso,OR,456,0,0,0,0,-1,-1,209935797,57126790,0
1000,Espresso,OR,456,0,0,0,0,-1,-1,209935797,57126790,0
1001,Espresso,OR,455,0,0,0,0,-1,-1,209935797,57126790,0
1002,Espresso,OR,456,0,0,0,0,-1,-1,209935797,57126790,0
1003,Espresso,OR,456,0,0,0,0,-1,-1,209935797,57126790,0
1004,Espresso,OR,446,0,0,0,0,-1,-1,209935797,57126790,0
1005,Espresso,OR,447,0,0,0,0,-1,-1,209935797,57126790,0
1006,Espresso,OR,442,0,0,0,0,-1,-1,209935797,57126790,0
1007,Espresso,OR,449,0,0,0,0,-1,-1,209935797,57126790,0
1008,Espresso,OR,443,0,0,0,0,-1,-1,209935797,57126790,0
1009,Espresso,OR,438,0,0,0,0,-1,-1,209935797,57126790,0
1010,Espresso,OR,442,0,0,0,0,-1,-1,209935797,57126790,0
1011,Espresso,OR,456,0,0,0,0,-1,-1,209935797,57126790,0
1012,Espresso,OR,449,0,0,0,0,-1,-1,209935797,57126790,0
1013,Espresso,OR,443,0,0,0,0,-1,-1,209935797,57126790,0
1014,Espresso,OR,447,0,0,0,0,-1,-1,209935797,57126790,0
1015,Espresso,OR,449,0,0,0,0,-1,-1,209935797,57126790,0
1016,Espresso,OR,446,0,0,0,0,-1,-1,209935797,57126790,0
1017,Espresso,OR,448,0,0,0,0,-1,-1,209935797,57126790,0
1018,Espresso,OR,449,0,0,0,0,-1,-1,209935797,57126790,0
1019,Espresso,OR,449,0,0,0,0,-1,-1,209935797,57126790,0
1020,Espresso,OR,446,0,0,0,0,-1,-1,209935797,57126790,0
1021,Espresso,OR,446,0,0,0,0,-1,-1,209935797,57126790,0
1022,Espresso,OR,447,0,0,0,0,-1,-1,209935797,57126790,0
1023,Espresso,OR,447,0,0,0,0,-1,-1,209935797,57126790,0
1024,Espresso,OR,449,0,0,0,0,-1,-1,209935797,57126790,0
1025,Espresso,OR,443,0,0,0,0,-1,-1,209935797,57126790,0
1026,Espresso,OR,439,0,0,0,0,-1,-1,209935797,57126790,0
1027,Espresso,OR,455,0,0,0,0,-1,-1,209935797,57126790,0
1028,Espresso,OR,445,0,0,0,0,-1,-1,209935797,57126790,0
1029,Espresso,OR,443,0,0,0,0,-1,-1,209935797,57126790,0
1030,Espresso,OR,443,0,0,0,0,-1,-1,209935797,57126790,0
1031,Espresso,OR,443,0,0,0,0,-1,-1,209935797,57126790,0
1032,Espresso,OR,448,0,0,0,0,-1,-1,209935797,57126790,0
1033,Espresso,OR,443,0,0,0,0,-1,-1,209935797,57126790,0
1034,Espresso,OR,437,0,0,0,0,-1,-1,209935797,57126790,0
1035,Espresso,OR,440,0,0,0,0,-1,-1,209935797,57126790,0
1036,Espresso,OR,434,0,0,0,0,-1,-1,209935797,57126790,0
1037,Espresso,OR,432,0,0,0,0,-1,-1,209935797,57126790,0
1038,Espresso,OR,434,0,0,0,0,-1,-1,209935797,57126790,0
1039,Espresso,OR,434,0,0,0,0,-1,-1,209935797,57126790,0
1040,Espresso,OR,445,0,0,0,0,-1,-1,209935797,57126790,0
1041,Espresso,OR,432,0,0,0,0,-1,-1,209935797,57126790,0
1042,Espresso,OR,443,0,0,0,0,-1,-1,209935797,57126790,0
1043,Espresso,OR,449,0,0,0,0,-1,-1,209935797,57126790,0
1044,Espresso,OR,442,0,0,0,0,-1,-1,209935797,57126790,0
1045,Espresso,OR,441,0,0,0,0,-1,-1,209935797,57126790,0
1046,Espresso,OR,433,0,0,0,0,-1,-1,209935797,57126790,0
1047,Espresso,OR,440,0,0,0,0,-1,-1,209935797,57126790,0
1048,Espresso,OR,433,0,0,0,0,-1,-1,209935797,57126790,0
1049,Espresso,OR,438,0,0,0,0,-1,-1,209935797,57126790,0
1050,Espresso,OR,440,0,0,0,0,-1,-1,209935797,57126790,0
1051,Espresso,OR,435,0,0,0,0,-1,-1,209935797,57126790,0
1052,Espresso,OR,441,0,0,0,0,-1,-1,209935797,57126790,0
1053,Espresso,OR,442,0,0,0,0,-1,-1,209935797,57126790,0
1054,Espresso,OR,445,0,0,0,0,-1,-1,209935797,57126790,0
1055,Espresso,OR,445,0,0,0,0,-1,-1,209935797,57126790,0
