step,method,type,flit,feat,lit,op,chars,BFED,BFCD,timeSelection,timeSimplification,timeTotal
378,Espresso,AND,2,0,0,0,0,-1,-1,92786471,51143009,0
379,Espresso,AND,2,0,0,0,0,-1,-1,70992146,52607939,0
380,Espresso,AND,2,0,0,0,0,-1,-1,69037902,53772517,0
381,Espresso,AND,2,0,0,0,0,-1,-1,70852385,53060427,0
382,Espresso,AND,2,0,0,0,0,-1,-1,68596883,53198679,0
383,Espresso,AND,2,0,0,0,0,-1,-1,93973688,52037121,0
384,Espresso,AND,2,0,0,0,0,-1,-1,69989366,53781572,0
385,Espresso,AND,2,0,0,0,0,-1,-1,69920240,53047145,0
386,Espresso,AND,2,0,0,0,0,-1,-1,69185209,53954840,0
387,Espresso,AND,2,0,0,0,0,-1,-1,72547331,54704661,0
388,Espresso,AND,2,0,0,0,0,-1,-1,70551731,53640000,0
389,Espresso,AND,2,0,0,0,0,-1,-1,70764241,52186239,0
390,Espresso,AND,2,0,0,0,0,-1,-1,70024683,53888431,0
391,Espresso,AND,2,0,0,0,0,-1,-1,71356491,52404183,0
392,Espresso,AND,2,0,0,0,0,-1,-1,71208882,53103291,0
393,Espresso,AND,2,0,0,0,0,-1,-1,71288271,52565376,0
394,Espresso,AND,2,0,0,0,0,-1,-1,71513459,53285615,0
395,Espresso,AND,2,0,0,0,0,-1,-1,77478524,53945784,0
396,Espresso,AND,2,0,0,0,0,-1,-1,72074013,53722408,0
397,Espresso,AND,2,0,0,0,0,-1,-1,71683708,53192642,0
398,Espresso,AND,2,0,0,0,0,-1,-1,73893327,52817732,0
399,Espresso,AND,2,0,0,0,0,-1,-1,72669585,53198377,0
400,Espresso,AND,2,0,0,0,0,-1,-1,73198745,53716672,0
401,Espresso,AND,2,0,0,0,0,-1,-1,72937033,53077633,0
402,Espresso,AND,2,0,0,0,0,-1,-1,72215587,54623159,0
403,Espresso,AND,2,0,0,0,0,-1,-1,73831143,53788213,0
404,Espresso,AND,2,0,0,0,0,-1,-1,73693797,53568156,0
405,Espresso,AND,2,0,0,0,0,-1,-1,74481351,53745348,0
406,Espresso,AND,2,0,0,0,0,-1,-1,73422425,53557289,0
407,Espresso,AND,2,0,0,0,0,-1,-1,74073839,53735991,0
408,Espresso,AND,2,0,0,0,0,-1,-1,75537258,54114223,0
409,Espresso,AND,2,0,0,0,0,-1,-1,74036711,55194279,0
410,Espresso,AND,2,0,0,0,0,-1,-1,74874071,52319058,0
411,Espresso,AND,2,0,0,0,0,-1,-1,75303920,52928515,0
412,Espresso,AND,2,0,0,0,0,-1,-1,120426625,66469069,0
413,Espresso,AND,2,0,0,0,0,-1,-1,75197364,54137768,0
414,Espresso,AND,2,0,0,0,0,-1,-1,75399309,54360842,0
415,Espresso,AND,2,0,0,0,0,-1,-1,76479969,53097858,0
416,Espresso,AND,2,0,0,0,0,-1,-1,75244454,55261594,0
417,Espresso,AND,2,0,0,0,0,-1,-1,76034423,54959733,0
418,Espresso,AND,2,0,0,0,0,-1,-1,76158790,53423867,0
419,Espresso,AND,2,0,0,0,0,-1,-1,75510695,53482428,0
420,Espresso,AND,2,0,0,0,0,-1,-1,77215301,54250060,0
421,Espresso,AND,2,0,0,0,0,-1,-1,76050422,54222892,0
422,Espresso,AND,2,0,0,0,0,-1,-1,76894424,54666024,0
423,Espresso,AND,2,0,0,0,0,-1,-1,77346007,54908417,0
424,Espresso,AND,2,0,0,0,0,-1,-1,76740474,54819368,0
425,Espresso,AND,2,0,0,0,0,-1,-1,76777000,54315865,0
426,Espresso,AND,2,0,0,0,0,-1,-1,78014628,53997403,0
427,Espresso,AND,2,0,0,0,0,-1,-1,78008892,54038153,0
428,Espresso,AND,2,0,0,0,0,-1,-1,78481606,54280849,0
429,Espresso,AND,2,0,0,0,0,-1,-1,77870640,55929309,0
430,Espresso,AND,2,0,0,0,0,-1,-1,80621494,53344176,0
431,Espresso,AND,2,0,0,0,0,-1,-1,78013722,54396461,0
432,Espresso,AND,2,0,0,0,0,-1,-1,78059907,53374664,0
433,Espresso,AND,2,0,0,0,0,-1,-1,78908738,55631071,0
434,Espresso,AND,2,0,0,0,0,-1,-1,79889181,53542499,0
435,Espresso,AND,2,0,0,0,0,-1,-1,80240245,54119052,0
436,Espresso,AND,2,0,0,0,0,-1,-1,79272480,56620570,0
437,Espresso,AND,2,0,0,0,0,-1,-1,80274053,54376237,0
438,Espresso,AND,2,0,0,0,0,-1,-1,81211028,54210817,0
439,Espresso,AND,2,0,0,0,0,-1,-1,81407841,53064352,0
440,Espresso,AND,2,0,0,0,0,-1,-1,79688142,54464683,0
441,Espresso,AND,2,0,0,0,0,-1,-1,80761558,54953696,0
442,Espresso,AND,2,0,0,0,0,-1,-1,80840947,54492151,0
443,Espresso,AND,2,0,0,0,0,-1,-1,89062116,53975970,0
444,Espresso,AND,2,0,0,0,0,-1,-1,80845777,54114222,0
445,Espresso,AND,2,0,0,0,0,-1,-1,81991941,53672600,0
446,Espresso,AND,2,0,0,0,0,-1,-1,81294040,60152337,0
447,Espresso,AND,2,0,0,0,0,-1,-1,82626150,53640000,0
448,Espresso,AND,2,0,0,0,0,-1,-1,81391540,54682022,0
449,Espresso,AND,2,0,0,0,0,-1,-1,81513794,55172847,0
450,Espresso,AND,2,0,0,0,0,-1,-1,82819944,54442949,0
451,Espresso,AND,2,0,0,0,0,-1,-1,82683805,53732369,0
452,Espresso,AND,2,0,0,0,0,-1,-1,81081228,55660654,0
453,Espresso,AND,2,0,0,0,0,-1,-1,82151323,55996322,0
454,Espresso,AND,2,0,0,0,0,-1,-1,84003539,54171877,0
455,Espresso,AND,2,0,0,0,0,-1,-1,84263441,54581804,0
456,Espresso,AND,2,0,0,0,0,-1,-1,84345547,54341825,0
457,Espresso,AND,2,0,0,0,0,-1,-1,84300570,54297149,0
458,Espresso,AND,2,0,0,0,0,-1,-1,84042781,55182507,0
459,Espresso,AND,2,0,0,0,0,-1,-1,85144270,54175499,0
460,Espresso,AND,2,0,0,0,0,-1,-1,87845317,55448445,0
461,Espresso,AND,2,0,0,0,0,-1,-1,99456379,50887334,0
462,Espresso,AND,2,0,0,0,0,-1,-1,84961343,55173148,0
463,Espresso,AND,2,0,0,0,0,-1,-1,84630503,55669407,0
464,Espresso,AND,2,0,0,0,0,-1,-1,84872897,56351612,0
465,Espresso,AND,2,0,0,0,0,-1,-1,85039222,54286585,0
466,Espresso,AND,2,0,0,0,0,-1,-1,85316934,54934377,0
467,Espresso,AND,2,0,0,0,0,-1,-1,85472392,55727364,0
468,Espresso,AND,2,0,0,0,0,-1,-1,86118374,54292018,0
469,Espresso,AND,2,0,0,0,0,-1,-1,85692448,54953696,0
470,Espresso,AND,2,0,0,0,0,-1,-1,86394576,53928880,0
471,Espresso,AND,2,0,0,0,0,-1,-1,86096942,55287252,0
472,Espresso,AND,2,0,0,0,0,-1,-1,87470708,53985629,0
473,Espresso,AND,2,0,0,0,0,-1,-1,86468230,54816048,0
474,Espresso,AND,2,0,0,0,0,-1,-1,88395306,55343097,0
475,Espresso,AND,2,0,0,0,0,-1,-1,88378402,55030369,0
476,Espresso,AND,2,0,0,0,0,-1,-1,87786455,54516602,0
477,Espresso,AND,2,0,0,0,0,-1,-1,86652364,53594720,0
478,Espresso,AND,2,0,0,0,0,-1,-1,98053935,58648770,0
479,Espresso,AND,2,0,0,0,0,-1,-1,88132689,55168319,0
480,Espresso,AND,2,0,0,0,0,-1,-1,88351235,55075648,0
481,Espresso,AND,2,0,0,0,0,-1,-1,89290323,54298055,0
482,Espresso,AND,2,0,0,0,0,-1,-1,89310246,54202667,0
483,Espresso,AND,2,0,0,0,0,-1,-1,89207009,54236476,0
484,Espresso,AND,2,0,0,0,0,-1,-1,88548350,54885476,0
485,Espresso,AND,2,0,0,0,0,-1,-1,103505536,52091758,0
486,Espresso,AND,5,0,0,0,0,-1,-1,139099411,54315563,0
487,Espresso,AND,2,0,0,0,0,-1,-1,99417138,53119592,0
488,Espresso,AND,2,0,0,0,0,-1,-1,99687000,52163298,0
489,Espresso,AND,2,0,0,0,0,-1,-1,100410259,52459725,0
490,Espresso,AND,2,0,0,0,0,-1,-1,98095291,52922779,0
491,Espresso,AND,2,0,0,0,0,-1,-1,101010357,52146998,0
492,Espresso,AND,2,0,0,0,0,-1,-1,134296811,53226451,0
493,Espresso,AND,2,0,0,0,0,-1,-1,89679421,54517809,0
494,Espresso,AND,2,0,0,0,0,-1,-1,129960284,52153337,0
495,Espresso,AND,2,0,0,0,0,-1,-1,128434682,53757121,0
496,Espresso,AND,2,0,0,0,0,-1,-1,136290298,52734720,0
497,Espresso,AND,2,0,0,0,0,-1,-1,131022833,53034769,0
498,Espresso,AND,2,0,0,0,0,-1,-1,130467409,53892657,0
499,Espresso,AND,2,0,0,0,0,-1,-1,131423100,54599312,0
500,Espresso,AND,2,0,0,0,0,-1,-1,130976649,53500238,0
501,Espresso,AND,2,0,0,0,0,-1,-1,130571250,52857879,0
502,Espresso,AND,2,0,0,0,0,-1,-1,131862307,54537732,0
503,Espresso,AND,2,0,0,0,0,-1,-1,132250801,53784590,0
504,Espresso,AND,2,0,0,0,0,-1,-1,133151553,53737500,0
505,Espresso,AND,2,0,0,0,0,-1,-1,95311836,54733942,0
506,Espresso,AND,11,0,0,0,0,-1,-1,230056608,53054994,0
507,Espresso,AND,2,0,0,0,0,-1,-1,100643295,54533808,0
508,Espresso,AND,2,0,0,0,0,-1,-1,101774668,53730859,0
509,Espresso,AND,2,0,0,0,0,-1,-1,96501468,55520288,0
510,Espresso,AND,2,0,0,0,0,-1,-1,94740112,55484970,0
511,Espresso,AND,2,0,0,0,0,-1,-1,102743338,54124787,0
512,Espresso,AND,2,0,0,0,0,-1,-1,106677183,52136433,0
513,Espresso,AND,2,0,0,0,0,-1,-1,104068807,53795457,0
514,Espresso,AND,2,0,0,0,0,-1,-1,103680615,52917949,0
515,Espresso,AND,2,0,0,0,0,-1,-1,104691847,53230374,0
516,Espresso,AND,2,0,0,0,0,-1,-1,104981331,52658349,0
517,Espresso,AND,2,0,0,0,0,-1,-1,103693595,52778489,0
518,Espresso,AND,2,0,0,0,0,-1,-1,104708751,52190164,0
519,Espresso,AND,2,0,0,0,0,-1,-1,102971544,66682786,0
520,Espresso,AND,2,0,0,0,0,-1,-1,103062707,53187812,0
521,Espresso,AND,2,0,0,0,0,-1,-1,104544539,53567251,0
522,Espresso,AND,2,0,0,0,0,-1,-1,104701205,53251505,0
523,Espresso,AND,2,0,0,0,0,-1,-1,104871454,53566345,0
524,Espresso,AND,2,0,0,0,0,-1,-1,104433455,52166920,0
525,Espresso,AND,2,0,0,0,0,-1,-1,99344691,56292749,0
526,Espresso,AND,2,0,0,0,0,-1,-1,104901339,54603840,0
527,Espresso,AND,2,0,0,0,0,-1,-1,105207123,53448620,0
528,Espresso,AND,2,0,0,0,0,-1,-1,107294186,53476995,0
529,Espresso,AND,2,0,0,0,0,-1,-1,106330949,53340554,0
530,Espresso,AND,2,0,0,0,0,-1,-1,105578411,52267742,0
531,Espresso,AND,2,0,0,0,0,-1,-1,107141143,53158532,0
532,Espresso,AND,2,0,0,0,0,-1,-1,106753554,53438357,0
533,Espresso,AND,2,0,0,0,0,-1,-1,108337115,51314768,0
534,Espresso,AND,2,0,0,0,0,-1,-1,106252466,54081923,0
535,Espresso,AND,2,0,0,0,0,-1,-1,106873090,54657873,0
536,Espresso,AND,2,0,0,0,0,-1,-1,107034586,52728683,0
537,Espresso,AND,2,0,0,0,0,-1,-1,109642057,53476392,0
538,Espresso,AND,2,0,0,0,0,-1,-1,107772333,54886079,0
539,Espresso,AND,2,0,0,0,0,-1,-1,106764119,53727237,0
540,Espresso,AND,2,0,0,0,0,-1,-1,108633843,53780063,0
541,Espresso,AND,2,0,0,0,0,-1,-1,107116391,53412094,0
542,Espresso,AND,2,0,0,0,0,-1,-1,110172426,53739010,0
543,Espresso,AND,2,0,0,0,0,-1,-1,107509413,54264246,0
544,Espresso,AND,2,0,0,0,0,-1,-1,108136980,53698862,0
545,Espresso,AND,2,0,0,0,0,-1,-1,109041355,53250901,0
546,Espresso,AND,2,0,0,0,0,-1,-1,109555725,54815142,0
547,Espresso,AND,2,0,0,0,0,-1,-1,103271292,53419943,0
548,Espresso,AND,2,0,0,0,0,-1,-1,109178399,55245897,0
549,Espresso,AND,2,0,0,0,0,-1,-1,110670496,53376476,0
550,Espresso,AND,2,0,0,0,0,-1,-1,108983096,53368627,0
551,Espresso,AND,2,0,0,0,0,-1,-1,118475702,58793663,0
552,Espresso,AND,2,0,0,0,0,-1,-1,120012171,53983819,0
553,Espresso,AND,2,0,0,0,0,-1,-1,120223775,54429365,0
554,Espresso,AND,2,0,0,0,0,-1,-1,114083330,52232424,0
555,Espresso,AND,2,0,0,0,0,-1,-1,111502423,53582948,0
556,Espresso,AND,2,0,0,0,0,-1,-1,111152869,55141755,0
557,Espresso,AND,2,0,0,0,0,-1,-1,113185899,60353376,0
558,Espresso,AND,2,0,0,0,0,-1,-1,122155078,52942400,0
559,Espresso,AND,3,0,0,0,0,-1,-1,118448835,53447715,0
560,Espresso,AND,2,0,0,0,0,-1,-1,151927575,52272270,0
561,Espresso,AND,4,0,0,0,0,-1,-1,122680919,56683356,0
562,Espresso,AND,2,0,0,0,0,-1,-1,111023069,51615723,0
563,Espresso,AND,3,0,0,0,0,-1,-1,117997252,54380765,0
564,Espresso,AND,2,0,0,0,0,-1,-1,119257520,52287363,0
565,Espresso,AND,4,0,0,0,0,-1,-1,139716113,54496075,0
566,Espresso,AND,4,0,0,0,0,-1,-1,137836729,52198918,0
567,Espresso,AND,2,0,0,0,0,-1,-1,111311044,52287061,0
568,Espresso,AND,2,0,0,0,0,-1,-1,111976645,54529281,0
569,Espresso,AND,2,0,0,0,0,-1,-1,113326263,52536096,0
570,Espresso,AND,2,0,0,0,0,-1,-1,107806443,54623159,0
571,Espresso,AND,2,0,0,0,0,-1,-1,111186979,56399004,0
572,Espresso,AND,2,0,0,0,0,-1,-1,113665555,52156959,0
573,Espresso,AND,3,0,0,0,0,-1,-1,184250793,51296355,0
574,Espresso,AND,2,0,0,0,0,-1,-1,112706242,56150573,0
575,Espresso,AND,2,0,0,0,0,-1,-1,106365663,55330720,0
576,Espresso,AND,2,0,0,0,0,-1,-1,119381282,52457612,0
577,Espresso,AND,2,0,0,0,0,-1,-1,119537948,53038694,0
578,Espresso,AND,2,0,0,0,0,-1,-1,110074925,54837479,0
579,Espresso,AND,2,0,0,0,0,-1,-1,119496292,54149539,0
580,Espresso,AND,2,0,0,0,0,-1,-1,123601292,53674109,0
581,Espresso,AND,2,0,0,0,0,-1,-1,119450409,51196741,0
582,Espresso,AND,2,0,0,0,0,-1,-1,131764806,54308923,0
583,Espresso,AND,2,0,0,0,0,-1,-1,120921677,57438007,0
584,Espresso,AND,3,0,0,0,0,-1,-1,123747090,50859563,0
585,Espresso,AND,2,0,0,0,0,-1,-1,109056146,55051499,0
586,Espresso,AND,2,0,0,0,0,-1,-1,154001658,54957319,0
587,Espresso,AND,2,0,0,0,0,-1,-1,125132630,68540436,0
588,Espresso,AND,2,0,0,0,0,-1,-1,125930447,54122071,0
589,Espresso,AND,2,0,0,0,0,-1,-1,163233155,52679177,0
590,Espresso,AND,2,0,0,0,0,-1,-1,112382950,53668374,0
591,Espresso,AND,2,0,0,0,0,-1,-1,116341850,54626479,0
592,Espresso,AND,2,0,0,0,0,-1,-1,111669351,57297643,0
593,Espresso,AND,2,0,0,0,0,-1,-1,144501205,51315976,0
594,Espresso,AND,2,0,0,0,0,-1,-1,159666372,52165411,0
595,Espresso,AND,2,0,0,0,0,-1,-1,113067569,54251871,0
596,Espresso,AND,2,0,0,0,0,-1,-1,112977614,55631373,0
597,Espresso,AND,2,0,0,0,0,-1,-1,111263651,54512376,0
598,Espresso,AND,2,0,0,0,0,-1,-1,118857555,51663115,0
599,Espresso,AND,2,0,0,0,0,-1,-1,151002675,52801431,0
600,Espresso,AND,2,0,0,0,0,-1,-1,118373069,54894833,0
601,Espresso,AND,3,0,0,0,0,-1,-1,124006993,55153829,0
602,Espresso,AND,2,0,0,0,0,-1,-1,122453015,54225910,0
603,Espresso,AND,3,0,0,0,0,-1,-1,127667051,54799446,0
604,Espresso,AND,2,0,0,0,0,-1,-1,145479232,53062238,0
605,Espresso,AND,2,0,0,0,0,-1,-1,115591726,55095571,0
606,Espresso,AND,2,0,0,0,0,-1,-1,115999842,54850460,0
607,Espresso,AND,2,0,0,0,0,-1,-1,152978352,52283438,0
608,Espresso,AND,2,0,0,0,0,-1,-1,115088827,54107279,0
609,Espresso,AND,2,0,0,0,0,-1,-1,116695932,54979656,0
610,Espresso,AND,2,0,0,0,0,-1,-1,117074767,55195486,0
611,Espresso,AND,2,0,0,0,0,-1,-1,169357904,52134319,0
612,Espresso,AND,2,0,0,0,0,-1,-1,128337785,51065129,0
613,Espresso,AND,2,0,0,0,0,-1,-1,119730535,54579691,0
614,Espresso,AND,2,0,0,0,0,-1,-1,119228240,53563930,0
615,Espresso,AND,2,0,0,0,0,-1,-1,121851708,53952727,0
616,Espresso,AND,2,0,0,0,0,-1,-1,118377294,55353058,0
617,Espresso,AND,2,0,0,0,0,-1,-1,120428436,53589287,0
618,Espresso,AND,2,0,0,0,0,-1,-1,119305516,53879676,0
619,Espresso,AND,2,0,0,0,0,-1,-1,116975153,55223257,0
620,Espresso,AND,2,0,0,0,0,-1,-1,130976045,80182589,0
621,Espresso,AND,2,0,0,0,0,-1,-1,128154254,55158358,0
622,Espresso,AND,2,0,0,0,0,-1,-1,119022068,53547027,0
623,Espresso,AND,2,0,0,0,0,-1,-1,117677884,53903825,0
624,Espresso,AND,2,0,0,0,0,-1,-1,119080931,53394889,0
625,Espresso,AND,2,0,0,0,0,-1,-1,117801043,54085546,0
626,Espresso,AND,2,0,0,0,0,-1,-1,119214052,53688599,0
627,Espresso,AND,2,0,0,0,0,-1,-1,119014221,54115127,0
628,Espresso,AND,2,0,0,0,0,-1,-1,116871615,53581438,0
629,Espresso,AND,2,0,0,0,0,-1,-1,119102967,53454355,0
630,Espresso,AND,2,0,0,0,0,-1,-1,119858524,53921938,0
631,Espresso,AND,2,0,0,0,0,-1,-1,117611776,54795824,0
632,Espresso,AND,2,0,0,0,0,-1,-1,128158479,54112109,0
633,Espresso,AND,2,0,0,0,0,-1,-1,119835281,53509898,0
634,Espresso,AND,2,0,0,0,0,-1,-1,121070191,52938778,0
635,Espresso,AND,2,0,0,0,0,-1,-1,120422098,52310606,0
636,Espresso,AND,2,0,0,0,0,-1,-1,118449138,52631785,0
637,Espresso,AND,2,0,0,0,0,-1,-1,120464056,52202540,0
638,Espresso,AND,2,0,0,0,0,-1,-1,122575872,54552221,0
639,Espresso,AND,2,0,0,0,0,-1,-1,120929826,53625510,0
640,Espresso,AND,2,0,0,0,0,-1,-1,122535120,53464619,0
641,Espresso,AND,2,0,0,0,0,-1,-1,120359311,54152558,0
642,Espresso,AND,2,0,0,0,0,-1,-1,121577015,53121705,0
643,Espresso,AND,2,0,0,0,0,-1,-1,120370177,54249758,0
644,Espresso,AND,2,0,0,0,0,-1,-1,122290614,53324253,0
645,Espresso,AND,2,0,0,0,0,-1,-1,123027455,52878707,0
646,Espresso,AND,2,0,0,0,0,-1,-1,121708627,55931422,0
647,Espresso,AND,2,0,0,0,0,-1,-1,122426753,52727475,0
648,Espresso,AND,2,0,0,0,0,-1,-1,123639930,54722773,0
649,Espresso,AND,2,0,0,0,0,-1,-1,124519853,54028494,0
650,Espresso,AND,2,0,0,0,0,-1,-1,122906711,53243657,0
651,Espresso,AND,2,0,0,0,0,-1,-1,125631907,53608304,0
652,Espresso,AND,2,0,0,0,0,-1,-1,124138905,54158596,0
653,Espresso,AND,2,0,0,0,0,-1,-1,125529274,53858547,0
654,Espresso,AND,2,0,0,0,0,-1,-1,124647540,54829027,0
655,Espresso,AND,2,0,0,0,0,-1,-1,125423925,52536096,0
656,Espresso,AND,2,0,0,0,0,-1,-1,124943061,52995528,0
657,Espresso,AND,2,0,0,0,0,-1,-1,124531928,52504098,0
658,Espresso,AND,2,0,0,0,0,-1,-1,125572138,53963594,0
659,Espresso,AND,2,0,0,0,0,-1,-1,126415537,54016117,0
660,Espresso,AND,2,0,0,0,0,-1,-1,124866087,54307715,0
661,Espresso,AND,2,0,0,0,0,-1,-1,126102810,53349308,0
662,Espresso,AND,2,0,0,0,0,-1,-1,126228081,53240034,0
663,Espresso,AND,2,0,0,0,0,-1,-1,126816709,55814602,0
664,Espresso,AND,2,0,0,0,0,-1,-1,127389942,53781572,0
665,Espresso,AND,2,0,0,0,0,-1,-1,128601309,53380701,0
666,Espresso,AND,2,0,0,0,0,-1,-1,126673929,54099129,0
667,Espresso,AND,2,0,0,0,0,-1,-1,127032238,53070388,0
668,Espresso,AND,2,0,0,0,0,-1,-1,127238408,53716672,0
669,Espresso,AND,2,0,0,0,0,-1,-1,127650146,53884809,0
670,Espresso,AND,2,0,0,0,0,-1,-1,129809354,54404612,0
671,Espresso,AND,2,0,0,0,0,-1,-1,130409453,53208641,0
672,Espresso,AND,2,0,0,0,0,-1,-1,128565085,54392235,0
673,Espresso,AND,2,0,0,0,0,-1,-1,128105955,53619171,0
674,Espresso,AND,2,0,0,0,0,-1,-1,128481772,54261530,0
675,Espresso,AND,2,0,0,0,0,-1,-1,130040579,53164569,0
676,Espresso,AND,2,0,0,0,0,-1,-1,131617197,53848886,0
677,Espresso,AND,2,0,0,0,0,-1,-1,129839540,53743839,0
678,Espresso,AND,2,0,0,0,0,-1,-1,129860670,54366276,0
679,Espresso,AND,2,0,0,0,0,-1,-1,131580973,53316103,0
680,Espresso,AND,2,0,0,0,0,-1,-1,130246448,55314721,0
681,Espresso,AND,2,0,0,0,0,-1,-1,133605249,54596293,0
682,Espresso,AND,2,0,0,0,0,-1,-1,130627094,54127504,0
683,Espresso,AND,2,0,0,0,0,-1,-1,131442721,53612229,0
684,Espresso,AND,2,0,0,0,0,-1,-1,130090386,54696210,0
685,Espresso,AND,2,0,0,0,0,-1,-1,132703592,53936728,0
686,Espresso,AND,2,0,0,0,0,-1,-1,131982749,54499095,0
687,Espresso,AND,2,0,0,0,0,-1,-1,133857604,53626114,0
688,Espresso,AND,2,0,0,0,0,-1,-1,132030443,54270586,0
689,Espresso,AND,2,0,0,0,0,-1,-1,134430234,53564836,0
690,Espresso,AND,2,0,0,0,0,-1,-1,132913687,54821180,0
691,Espresso,AND,2,0,0,0,0,-1,-1,134897816,54659382,0
692,Espresso,AND,2,0,0,0,0,-1,-1,133851567,53426584,0
693,Espresso,AND,2,0,0,0,0,-1,-1,134374691,53492692,0
694,Espresso,AND,2,0,0,0,0,-1,-1,134275681,53128044,0
695,Espresso,AND,2,0,0,0,0,-1,-1,134284436,54349371,0
696,Espresso,AND,2,0,0,0,0,-1,-1,134869139,54013703,0
697,Espresso,AND,2,0,0,0,0,-1,-1,136358519,53733274,0
698,Espresso,AND,2,0,0,0,0,-1,-1,135321024,53687089,0
699,Espresso,AND,2,0,0,0,0,-1,-1,137314510,54374124,0
700,Espresso,AND,2,0,0,0,0,-1,-1,137371562,53920428,0
701,Espresso,AND,2,0,0,0,0,-1,-1,135988739,54836272,0
702,Espresso,AND,2,0,0,0,0,-1,-1,135161038,52895008,0
703,Espresso,AND,2,0,0,0,0,-1,-1,136836666,61545423,0
704,Espresso,AND,2,0,0,0,0,-1,-1,138505953,54250965,0
705,Espresso,AND,2,0,0,0,0,-1,-1,136384478,55260990,0
706,Espresso,AND,2,0,0,0,0,-1,-1,137604900,54136862,0
707,Espresso,AND,2,0,0,0,0,-1,-1,138752272,54315563,0
708,Espresso,AND,2,0,0,0,0,-1,-1,137629050,53972046,0
709,Espresso,AND,2,0,0,0,0,-1,-1,138689183,55316532,0
710,Espresso,AND,2,0,0,0,0,-1,-1,139194195,54927736,0
711,Espresso,AND,2,0,0,0,0,-1,-1,140407071,62041380,0
712,Espresso,AND,2,0,0,0,0,-1,-1,139578162,55710460,0
713,Espresso,AND,2,0,0,0,0,-1,-1,140036386,54788880,0
714,Espresso,AND,2,0,0,0,0,-1,-1,139238871,55390488,0
715,Espresso,AND,2,0,0,0,0,-1,-1,141068447,54726999,0
716,Espresso,AND,2,0,0,0,0,-1,-1,140621996,55110663,0
717,Espresso,AND,2,0,0,0,0,-1,-1,141016829,54117542,0
718,Espresso,AND,2,0,0,0,0,-1,-1,141794422,54432081,0
719,Espresso,AND,2,0,0,0,0,-1,-1,143441070,55732496,0
720,Espresso,AND,2,0,0,0,0,-1,-1,141097727,53560308,0
721,Espresso,AND,2,0,0,0,0,-1,-1,142236647,53869414,0
722,Espresso,AND,2,0,0,0,0,-1,-1,142879912,55297817,0
723,Espresso,AND,2,0,0,0,0,-1,-1,142241778,53496314,0
724,Espresso,AND,2,0,0,0,0,-1,-1,143470351,59846250,0
725,Espresso,AND,2,0,0,0,0,-1,-1,143758627,54121769,0
726,Espresso,AND,2,0,0,0,0,-1,-1,144036037,53911372,0
727,Espresso,AND,2,0,0,0,0,-1,-1,143641505,54223798,0
728,Espresso,AND,2,0,0,0,0,-1,-1,143623696,54859516,0
729,Espresso,AND,2,0,0,0,0,-1,-1,143205015,54062604,0
730,Espresso,AND,2,0,0,0,0,-1,-1,144612289,53615549,0
731,Espresso,AND,2,0,0,0,0,-1,-1,144874907,54779221,0
732,Espresso,AND,2,0,0,0,0,-1,-1,145805845,55149906,0
733,Espresso,AND,2,0,0,0,0,-1,-1,146582834,55193373,0
734,Espresso,AND,2,0,0,0,0,-1,-1,145535982,54038455,0
735,Espresso,AND,2,0,0,0,0,-1,-1,146252296,54393443,0
736,Espresso,AND,2,0,0,0,0,-1,-1,147330844,54441439,0
737,Espresso,AND,2,0,0,0,0,-1,-1,146907334,54212327,0
738,Espresso,AND,2,0,0,0,0,-1,-1,146197056,53836511,0
739,Espresso,AND,2,0,0,0,0,-1,-1,147621837,54292622,0
740,Espresso,AND,2,0,0,0,0,-1,-1,148382828,56410475,0
741,Espresso,AND,2,0,0,0,0,-1,-1,148707328,55325286,0
742,Espresso,AND,2,0,0,0,0,-1,-1,148037499,55511836,0
743,Espresso,AND,2,0,0,0,0,-1,-1,148852221,54727301,0
744,Espresso,AND,2,0,0,0,0,-1,-1,149123292,57671949,0
745,Espresso,AND,2,0,0,0,0,-1,-1,149816967,54689266,0
746,Espresso,AND,2,0,0,0,0,-1,-1,149379571,55897916,0
747,Espresso,AND,2,0,0,0,0,-1,-1,153928005,55037009,0
748,Espresso,AND,2,0,0,0,0,-1,-1,149414889,55004711,0
749,Espresso,AND,2,0,0,0,0,-1,-1,149280259,55351850,0
750,Espresso,AND,2,0,0,0,0,-1,-1,150600596,55970061,0
751,Espresso,AND,2,0,0,0,0,-1,-1,168151065,55397431,0
752,Espresso,AND,2,0,0,0,0,-1,-1,150876497,55661559,0
753,Espresso,AND,2,0,0,0,0,-1,-1,152023265,55743967,0
754,Espresso,AND,2,0,0,0,0,-1,-1,151313893,55598169,0
755,Espresso,AND,2,0,0,0,0,-1,-1,152841306,54828726,0
756,Espresso,AND,2,0,0,0,0,-1,-1,152874511,57428952,0
757,Espresso,AND,2,0,0,0,0,-1,-1,151681258,56146044,0
758,Espresso,AND,2,0,0,0,0,-1,-1,152600422,55483461,0
759,Espresso,AND,2,0,0,0,0,-1,-1,165747350,55388677,0
760,Espresso,AND,2,0,0,0,0,-1,-1,171233665,56369723,0
761,Espresso,AND,2,0,0,0,0,-1,-1,155368483,56362781,0
762,Espresso,AND,2,0,0,0,0,-1,-1,154681750,55580056,0
763,Espresso,AND,2,0,0,0,0,-1,-1,155447570,54234363,0
764,Espresso,AND,2,0,0,0,0,-1,-1,154982403,54123278,0
