idconf,mutation,steps,method,type,flit,feat,lit,op,chars,BFED,BFCD,timeSelection,timeSimplification
0,OnlySelec,AND,2,1346,16262,21195,165945,146.0,-30.0,863912351,109588,0
1,OnlySelec,AND,2,1346,16264,21199,165968,150.0,-26.0,305023608,65212,0
2,OnlySelec,AND,2,1346,16264,21199,165968,150.0,-26.0,305023608,65212,0
2,OnlySelec,AND,2,1346,16264,21199,165968,150.0,-26.0,305023608,65212,0
