idconf,mutation,steps,method,type,flit,feat,lit,op,chars,BFED,BFCD,timeSelection,timeSimplification
0,OnlySelec,AND,2,5,6,5,66,4.0,2.0,4966374,126232,0
1,OnlySelec,AND,2,5,6,5,66,4.0,2.0,4966374,126232,0
1,OnlySelec,AND,2,5,6,5,66,4.0,2.0,4966374,126232,0
