idconf,method,type,flit,feat,lit,op,chars,lev,simpl,timeSelection,timeSimplification
9,Naïve,OR,13,24,211,315,3701,251.0,128.0,0,0
9,OnlySelec,OR,13,24,146,210,2593,147.0,81.0,0,248
9,ATGT,OR,13,24,141,200,2517,138.0,81.0,0,8193
9,Espresso,OR,13,24,146,216,2579,153.0,81.0,0,579
9,JBool,OR,13,24,237,367,4250,343.0,81.0,0,240
10,Naïve,OR,12,24,199,315,3663,251.0,115.0,0,0
10,OnlySelec,OR,12,24,127,189,2349,125.0,63.0,0,174
10,ATGT,OR,12,24,123,179,2277,117.0,63.0,0,7020
10,Espresso,OR,12,24,127,193,2339,129.0,63.0,0,484
10,JBool,OR,12,24,212,328,3785,279.0,63.0,0,263
11,Naïve,OR,17,24,259,411,4657,335.0,166.0,0,0
11,OnlySelec,OR,17,24,123,179,2251,112.0,60.0,0,158
11,ATGT,OR,17,24,120,175,2222,108.0,60.0,0,4918
11,Espresso,OR,17,24,123,182,2243,115.0,60.0,0,371
11,JBool,OR,17,24,301,451,5151,462.0,60.0,0,192
12,Naïve,OR,15,24,235,363,4185,299.0,148.0,0,1
12,OnlySelec,OR,15,24,160,238,2851,174.0,92.0,0,157
12,ATGT,OR,15,24,153,224,2750,162.0,92.0,0,8199
12,Espresso,OR,15,24,160,244,2837,180.0,92.0,0,525
12,JBool,OR,15,24,432,673,7405,681.0,92.0,0,191
13,Naïve,AND,18,24,73,90,1337,25.0,19.0,0,0
13,OnlySelec,AND,18,24,73,90,1335,25.0,10.0,3,0
13,ATGT,AND,18,24,73,90,1335,25.0,10.0,4,1212
13,Espresso,AND,18,24,73,91,1333,28.0,10.0,4,50
13,JBool,AND,18,24,73,91,1333,31.0,10.0,4,2
14,Naïve,AND,3,24,58,68,1081,6.0,4.0,0,0
14,OnlySelec,AND,3,24,58,68,1079,6.0,1.0,1,0
14,ATGT,AND,3,24,58,68,1079,6.0,1.0,1,1141
14,Espresso,AND,3,24,58,69,1077,9.0,1.0,1,50
14,JBool,AND,3,24,58,69,1077,13.0,1.0,1,1
15,Naïve,OR,22,24,319,519,5771,443.0,214.0,0,0
15,OnlySelec,OR,22,24,121,177,2236,111.0,56.0,0,281
15,ATGT,OR,22,24,118,171,2195,105.0,56.0,0,3934
15,Espresso,OR,22,24,121,179,2230,113.0,56.0,0,644
15,JBool,OR,22,24,375,509,6536,463.0,56.0,0,228
16,Naïve,AND,19,24,74,98,1377,32.0,20.0,0,0
16,OnlySelec,AND,19,24,74,98,1375,32.0,10.0,4,0
16,ATGT,AND,19,24,74,98,1375,32.0,10.0,4,1254
16,Espresso,AND,19,24,74,99,1373,35.0,10.0,6,55
16,JBool,AND,19,24,74,95,1371,34.0,10.0,4,4
17,Naïve,OR,8,24,151,231,2899,179.0,78.0,0,0
17,OnlySelec,OR,8,24,119,175,2275,119.0,56.0,0,525
17,ATGT,OR,8,24,116,169,2221,113.0,56.0,0,9302
17,Espresso,OR,8,24,119,181,2259,125.0,56.0,0,710
17,JBool,OR,8,24,212,301,3849,252.0,56.0,0,176
18,Naïve,AND,5,24,60,74,1100,11.0,6.0,0,1
18,OnlySelec,AND,5,24,60,74,1098,11.0,2.0,2,0
18,ATGT,AND,5,24,60,74,1098,11.0,2.0,1,1117
18,Espresso,AND,5,24,60,74,1098,11.0,2.0,2,50
18,JBool,AND,5,24,60,70,1096,9.0,2.0,1,1
19,Naïve,AND,5,24,60,70,1103,8.0,6.0,0,0
19,OnlySelec,AND,5,24,60,70,1101,8.0,1.0,1,0
19,ATGT,AND,5,24,60,70,1101,8.0,1.0,1,1157
19,Espresso,AND,5,24,60,71,1099,11.0,1.0,1,51
19,JBool,AND,5,24,60,71,1099,14.0,1.0,1,2
20,Naïve,OR,24,24,343,531,6231,443.0,234.0,0,0
20,OnlySelec,OR,24,24,103,141,1923,74.0,46.0,0,158
20,ATGT,OR,24,24,101,137,1898,70.0,46.0,0,2682
20,Espresso,OR,24,24,103,142,1921,75.0,46.0,0,283
20,JBool,OR,24,24,164,222,2891,198.0,46.0,0,167
21,Naïve,AND,3,24,58,68,1072,5.0,4.0,0,0
21,OnlySelec,AND,3,24,58,68,1070,5.0,1.0,1,0
21,ATGT,AND,3,24,58,68,1070,5.0,1.0,1,1096
21,Espresso,AND,3,24,58,68,1070,5.0,1.0,1,50
21,JBool,AND,3,24,58,68,1070,6.0,1.0,1,0
22,Naïve,AND,2,24,57,66,1065,4.0,3.0,0,0
22,OnlySelec,AND,2,24,57,66,1063,4.0,1.0,1,0
22,ATGT,AND,2,24,57,66,1063,4.0,1.0,1,1066
22,Espresso,AND,2,24,57,66,1063,4.0,1.0,1,51
22,JBool,AND,2,24,57,66,1063,7.0,1.0,1,0
23,Naïve,AND,6,24,61,73,1144,11.0,7.0,0,0
23,OnlySelec,AND,6,24,61,73,1142,11.0,3.0,2,0
23,ATGT,AND,6,24,61,73,1142,11.0,3.0,2,1159
23,Espresso,AND,6,24,61,74,1140,14.0,3.0,2,49
23,JBool,AND,6,24,61,73,1141,17.0,3.0,1,1
24,Naïve,AND,3,24,58,69,1081,7.0,4.0,0,0
24,OnlySelec,AND,3,24,58,69,1079,7.0,1.0,1,0
24,ATGT,AND,3,24,58,69,1079,7.0,1.0,1,1155
24,Espresso,AND,3,24,58,70,1077,10.0,1.0,1,51
24,JBool,AND,3,24,58,68,1077,13.0,1.0,1,1
25,Naïve,OR,10,24,175,231,3227,167.0,98.0,0,0
25,OnlySelec,OR,10,24,105,133,1934,70.0,42.0,0,159
25,ATGT,OR,10,24,102,127,1871,64.0,42.0,0,5955
25,Espresso,OR,10,24,105,138,1922,75.0,42.0,0,409
25,JBool,OR,10,24,144,196,2653,159.0,42.0,0,179
26,Naïve,OR,22,24,319,483,5711,407.0,215.0,0,0
26,OnlySelec,OR,22,24,99,133,1833,68.0,36.0,0,158
26,ATGT,OR,22,24,97,129,1815,64.0,36.0,0,2692
26,Espresso,OR,22,24,99,134,1829,69.0,36.0,0,271
26,JBool,OR,22,24,290,407,4733,429.0,36.0,0,208
27,Naïve,OR,13,24,211,303,3785,239.0,128.0,0,0
27,OnlySelec,OR,13,24,107,143,1935,80.0,46.0,0,157
27,ATGT,OR,13,24,106,141,1927,78.0,46.0,0,4749
27,Espresso,OR,13,24,107,147,1925,84.0,46.0,0,392
27,JBool,OR,13,24,216,288,3809,215.0,46.0,0,187
28,Naïve,AND,1,24,56,65,1029,2.0,2.0,0,0
28,OnlySelec,AND,1,24,56,65,1029,3.0,0.0,0,0
28,ATGT,AND,1,24,54,63,995,2.0,-1.0,0,1097
28,Espresso,AND,1,24,56,66,1029,5.0,0.0,1,57
28,JBool,AND,1,24,54,63,995,2.0,-1.0,1,0
29,Naïve,AND,1,24,56,65,1029,2.0,2.0,0,0
29,OnlySelec,AND,1,24,56,65,1029,3.0,0.0,0,0
29,ATGT,AND,1,24,55,64,1022,4.0,0.0,1,1116
29,Espresso,AND,1,24,56,65,1029,3.0,0.0,0,52
29,JBool,AND,1,24,57,68,1042,10.0,0.0,1,0
30,Naïve,OR,19,24,283,447,5189,371.0,184.0,0,1
30,OnlySelec,OR,19,24,93,127,1741,62.0,37.0,0,185
30,ATGT,OR,19,24,91,124,1709,59.0,37.0,0,2710
30,Espresso,OR,19,24,93,128,1739,63.0,37.0,0,260
30,JBool,OR,19,24,142,193,2557,162.0,37.0,0,164
31,Naïve,OR,7,24,139,219,2621,155.0,71.0,0,0
31,OnlySelec,OR,7,24,125,193,2355,129.0,63.0,0,219
31,ATGT,OR,7,24,123,190,2323,126.0,63.0,0,11513
31,Espresso,OR,7,24,125,201,2335,137.0,63.0,0,696
31,JBool,OR,7,24,138,218,2553,176.0,63.0,0,188
32,Naïve,OR,19,24,283,435,5405,371.0,186.0,0,0
32,OnlySelec,OR,19,24,131,187,2503,124.0,67.0,0,161
32,ATGT,OR,19,24,129,183,2457,120.0,67.0,0,4899
32,Espresso,OR,19,24,131,190,2495,127.0,67.0,0,361
32,JBool,OR,19,24,197,288,3656,265.0,67.0,0,213
33,Naïve,OR,14,24,223,315,4147,239.0,136.0,0,0
33,OnlySelec,OR,14,24,125,168,2336,100.0,63.0,0,158
33,ATGT,OR,14,24,123,164,2297,97.0,63.0,0,5819
33,Espresso,OR,14,24,125,172,2326,104.0,63.0,0,587
33,JBool,OR,14,24,168,257,3154,196.0,63.0,0,228
34,Naïve,OR,14,24,223,315,3907,251.0,139.0,0,0
34,OnlySelec,OR,14,24,139,189,2475,126.0,76.0,0,161
34,ATGT,OR,14,24,135,181,2417,119.0,76.0,0,7283
34,Espresso,OR,14,24,139,194,2463,131.0,76.0,0,506
34,JBool,OR,14,24,219,330,3929,297.0,76.0,0,190
35,Naïve,OR,11,24,187,303,3265,227.0,103.0,0,0
35,OnlySelec,OR,11,24,121,183,2149,113.0,55.0,0,159
35,ATGT,OR,11,24,116,173,2056,104.0,55.0,0,6991
35,Espresso,OR,11,24,121,187,2139,117.0,55.0,0,476
35,JBool,OR,11,24,271,380,4947,338.0,55.0,0,177
36,Naïve,AND,8,24,63,77,1150,13.0,9.0,0,0
36,OnlySelec,AND,8,24,63,77,1148,13.0,4.0,3,0
36,ATGT,AND,8,24,63,77,1148,13.0,4.0,1,1133
36,Espresso,AND,8,24,63,78,1146,16.0,4.0,1,51
36,JBool,AND,8,24,63,78,1146,20.0,4.0,2,1
37,Naïve,AND,9,24,64,80,1171,15.0,10.0,0,0
37,OnlySelec,AND,9,24,64,80,1169,15.0,5.0,2,0
37,ATGT,AND,9,24,64,80,1169,15.0,5.0,1,1189
37,Espresso,AND,9,24,64,81,1167,18.0,5.0,2,51
37,JBool,AND,9,24,64,81,1167,21.0,5.0,2,2
38,Naïve,OR,14,24,223,375,4111,311.0,139.0,0,1
38,OnlySelec,OR,14,24,153,245,2809,181.0,83.0,0,158
38,ATGT,OR,14,24,149,236,2747,174.0,83.0,0,8234
38,Espresso,OR,14,24,153,251,2793,187.0,83.0,0,509
38,JBool,OR,14,24,357,582,6040,566.0,83.0,0,203
39,Naïve,OR,5,24,115,171,1993,119.0,49.0,0,0
39,OnlySelec,OR,5,24,100,144,1750,89.0,39.0,0,158
39,ATGT,OR,5,24,96,136,1704,81.0,39.0,0,10190
39,Espresso,OR,5,24,100,151,1732,96.0,39.0,0,634
39,JBool,OR,5,24,147,209,2628,168.0,39.0,0,210
40,Naïve,OR,24,24,343,483,6183,395.0,234.0,0,0
40,OnlySelec,OR,24,24,79,98,1446,33.0,22.0,0,274
40,ATGT,OR,24,24,78,95,1429,31.0,22.0,0,1367
40,Espresso,OR,24,24,79,99,1444,34.0,22.0,0,210
40,JBool,OR,24,24,119,199,2206,115.0,22.0,0,164
41,Naïve,OR,22,24,319,459,5687,371.0,215.0,0,0
41,OnlySelec,OR,22,24,143,195,2601,124.0,70.0,0,161
41,ATGT,OR,22,24,139,187,2558,116.0,70.0,0,5084
41,Espresso,OR,22,24,143,198,2591,127.0,70.0,0,361
41,JBool,OR,22,24,579,750,10488,701.0,70.0,0,304
42,Naïve,AND,1,24,56,66,1038,2.0,2.0,0,0
42,OnlySelec,AND,1,24,56,66,1038,3.0,0.0,1,0
42,ATGT,AND,1,24,55,64,1022,4.0,0.0,1,1074
42,Espresso,AND,1,24,56,66,1038,3.0,0.0,0,51
42,JBool,AND,1,24,55,64,1022,5.0,0.0,0,1
43,Naïve,OR,17,24,259,387,4621,323.0,166.0,0,0
43,OnlySelec,OR,17,24,106,144,1941,81.0,44.0,0,159
43,ATGT,OR,17,24,104,141,1919,78.0,44.0,0,3751
43,Espresso,OR,17,24,106,146,1935,83.0,44.0,0,419
43,JBool,OR,17,24,284,383,5078,321.0,44.0,0,197
44,Naïve,OR,17,24,259,399,4549,323.0,165.0,0,0
44,OnlySelec,OR,17,24,89,119,1603,54.0,31.0,0,159
44,ATGT,OR,17,24,87,114,1569,50.0,31.0,0,2561
44,Espresso,OR,17,24,89,121,1599,56.0,31.0,0,264
44,JBool,OR,17,24,144,229,2693,167.0,31.0,0,163
45,Naïve,OR,5,24,115,159,1957,107.0,49.0,0,0
45,OnlySelec,OR,5,24,100,135,1723,80.0,40.0,0,204
45,ATGT,OR,5,24,97,129,1699,74.0,40.0,0,10564
45,Espresso,OR,5,24,100,142,1705,87.0,40.0,0,640
45,JBool,OR,5,24,166,223,2911,170.0,40.0,0,171
46,Naïve,AND,7,24,62,76,1171,12.0,8.0,0,0
46,OnlySelec,AND,7,24,62,76,1169,12.0,4.0,2,0
46,ATGT,AND,7,24,62,76,1169,12.0,4.0,1,1116
46,Espresso,AND,7,24,62,77,1167,15.0,4.0,2,50
46,JBool,AND,7,24,62,77,1167,19.0,4.0,1,1
47,Naïve,AND,8,24,63,77,1176,12.0,9.0,0,0
47,OnlySelec,AND,8,24,63,77,1174,12.0,4.0,1,0
47,ATGT,AND,8,24,63,77,1174,12.0,4.0,2,1155
47,Espresso,AND,8,24,63,78,1172,15.0,4.0,2,50
47,JBool,AND,8,24,63,78,1172,18.0,4.0,2,1
48,Naïve,OR,14,24,223,327,4267,275.0,137.0,0,0
48,OnlySelec,OR,14,24,167,239,3191,183.0,96.0,0,156
48,ATGT,OR,14,24,163,231,3111,175.0,96.0,0,9616
48,Espresso,OR,14,24,167,245,3175,189.0,96.0,0,577
48,JBool,OR,14,24,275,394,5056,384.0,96.0,0,262
49,Naïve,OR,20,24,295,447,5443,371.0,195.0,0,0
49,OnlySelec,OR,20,24,115,159,2117,93.0,50.0,0,182
49,ATGT,OR,20,24,112,155,2067,89.0,50.0,0,4001
49,Espresso,OR,20,24,115,162,2109,96.0,50.0,0,314
49,JBool,OR,20,24,346,464,6577,435.0,50.0,0,209
50,Naïve,AND,6,24,61,72,1142,9.0,7.0,0,0
50,OnlySelec,AND,6,24,61,72,1140,9.0,3.0,1,0
50,ATGT,AND,6,24,61,72,1140,9.0,3.0,2,1129
50,Espresso,AND,6,24,61,73,1138,12.0,3.0,1,50
50,JBool,AND,6,24,61,73,1138,16.0,3.0,1,1
51,Naïve,OR,13,24,211,327,3569,275.0,128.0,0,0
51,OnlySelec,OR,13,24,107,151,1883,92.0,46.0,0,181
51,ATGT,OR,13,24,103,143,1834,85.0,46.0,0,4970
51,Espresso,OR,13,24,107,154,1875,95.0,46.0,0,385
51,JBool,OR,13,24,268,388,4664,331.0,46.0,0,187
52,Naïve,AND,6,24,61,76,1143,13.0,7.0,0,0
52,OnlySelec,AND,6,24,61,76,1141,13.0,4.0,2,0
52,ATGT,AND,6,24,61,76,1141,13.0,4.0,1,1266
52,Espresso,AND,6,24,61,76,1141,13.0,4.0,1,52
52,JBool,AND,6,24,61,71,1138,11.0,4.0,2,1
53,Naïve,AND,7,24,62,74,1158,11.0,8.0,0,0
53,OnlySelec,AND,7,24,62,74,1156,11.0,2.0,2,0
53,ATGT,AND,7,24,62,74,1156,11.0,2.0,1,1181
53,Espresso,AND,7,24,62,75,1154,14.0,2.0,2,51
53,JBool,AND,7,24,62,75,1154,18.0,2.0,2,1
54,Naïve,OR,23,24,331,591,6217,503.0,225.0,0,0
54,OnlySelec,OR,23,24,124,195,2349,126.0,59.0,0,161
54,ATGT,OR,23,24,122,191,2316,122.0,59.0,0,4010
54,Espresso,OR,23,24,124,197,2343,128.0,59.0,0,313
54,JBool,OR,23,24,185,277,3171,256.0,59.0,0,209
55,Naïve,OR,20,24,295,471,5311,383.0,196.0,0,0
55,OnlySelec,OR,20,24,135,199,2439,128.0,60.0,0,165
55,ATGT,OR,20,24,131,191,2393,120.0,60.0,0,5036
55,Espresso,OR,20,24,135,203,2427,132.0,60.0,0,407
55,JBool,OR,20,24,528,775,9091,760.0,60.0,0,254
56,Naïve,OR,6,24,127,195,2379,131.0,58.0,0,0
56,OnlySelec,OR,6,24,97,140,1816,77.0,38.0,0,162
56,ATGT,OR,6,24,94,134,1750,71.0,38.0,0,7987
56,Espresso,OR,6,24,97,146,1800,84.0,38.0,0,530
56,JBool,OR,6,24,143,204,2679,154.0,38.0,0,172
57,Naïve,OR,18,24,271,471,4971,383.0,179.0,0,0
57,OnlySelec,OR,18,24,163,267,3011,192.0,90.0,0,159
57,ATGT,OR,18,24,158,256,2946,182.0,90.0,0,8021
57,Espresso,OR,18,24,163,272,2997,197.0,90.0,0,503
57,JBool,OR,18,24,348,570,5968,574.0,90.0,0,353
58,Naïve,AND,5,24,60,75,1114,11.0,6.0,0,0
58,OnlySelec,AND,5,24,60,75,1112,11.0,1.0,1,0
58,ATGT,AND,5,24,60,75,1112,11.0,1.0,1,1104
58,Espresso,AND,5,24,60,76,1110,14.0,1.0,1,51
58,JBool,AND,5,24,60,72,1108,16.0,1.0,1,1
59,Naïve,OR,22,24,319,519,5807,431.0,215.0,0,0
59,OnlySelec,OR,22,24,143,215,2641,144.0,84.0,0,156
59,ATGT,OR,22,24,139,208,2579,137.0,84.0,0,4976
59,Espresso,OR,22,24,143,218,2635,147.0,84.0,0,364
59,JBool,OR,22,24,276,407,5032,415.0,84.0,0,176
60,Naïve,OR,18,24,271,459,4971,383.0,178.0,0,0
60,OnlySelec,OR,18,24,199,327,3663,255.0,124.0,0,220
60,ATGT,OR,18,24,195,318,3611,247.0,124.0,0,9599
60,Espresso,OR,18,24,199,333,3647,261.0,124.0,0,601
60,JBool,OR,18,24,343,525,5882,520.0,124.0,0,229
61,Naïve,OR,13,24,211,315,3989,227.0,127.0,0,0
61,OnlySelec,OR,13,24,133,189,2515,114.0,67.0,0,157
61,ATGT,OR,13,24,131,186,2485,111.0,67.0,0,6996
61,Espresso,OR,13,24,133,194,2501,119.0,67.0,0,531
61,JBool,OR,13,24,263,367,4792,297.0,67.0,0,298
62,Naïve,OR,24,24,343,579,6279,491.0,234.0,0,0
62,OnlySelec,OR,24,24,223,364,4104,286.0,147.0,0,230
62,ATGT,OR,24,24,216,348,3989,272.0,147.0,0,8824
62,Espresso,OR,24,24,223,369,4092,291.0,147.0,0,574
62,JBool,OR,24,24,606,975,10396,1000.0,147.0,0,237
63,Naïve,AND,1,24,56,66,1045,3.0,2.0,0,0
63,OnlySelec,AND,1,24,56,66,1045,4.0,0.0,3,0
63,ATGT,AND,1,24,52,61,980,5.0,-3.0,1,1078
63,Espresso,AND,1,24,56,64,1043,2.0,0.0,1,50
63,JBool,AND,1,24,52,59,978,4.0,-4.0,1,0
64,Naïve,OR,7,24,139,183,2393,143.0,70.0,0,0
64,OnlySelec,OR,7,24,118,153,2051,107.0,56.0,0,157
64,ATGT,OR,7,24,114,146,2000,100.0,56.0,0,10299
64,Espresso,OR,7,24,118,160,2035,114.0,56.0,0,638
64,JBool,OR,7,24,156,209,2646,182.0,56.0,0,260
65,Naïve,AND,11,24,66,78,1216,15.0,12.0,0,0
65,OnlySelec,AND,11,24,66,78,1214,15.0,5.0,2,0
65,ATGT,AND,11,24,66,78,1214,15.0,5.0,3,1155
65,Espresso,AND,11,24,66,79,1212,18.0,5.0,2,51
65,JBool,AND,11,24,66,79,1212,21.0,5.0,2,1
66,Naïve,OR,21,24,307,543,5709,455.0,203.0,0,0
66,OnlySelec,OR,21,24,160,263,2993,189.0,83.0,0,157
66,ATGT,OR,21,24,156,254,2937,181.0,83.0,0,6428
66,Espresso,OR,21,24,160,266,2983,192.0,83.0,0,452
66,JBool,OR,21,24,506,731,8744,693.0,83.0,0,250
67,Naïve,OR,20,24,295,483,5503,419.0,195.0,0,0
67,OnlySelec,OR,20,24,135,203,2537,140.0,62.0,0,157
67,ATGT,OR,20,24,132,196,2489,134.0,62.0,0,5131
67,Espresso,OR,20,24,135,206,2527,144.0,62.0,0,388
67,JBool,OR,20,24,286,397,5092,362.0,62.0,0,208
68,Naïve,AND,6,24,61,73,1146,10.0,7.0,0,0
68,OnlySelec,AND,6,24,61,73,1144,10.0,1.0,1,0
68,ATGT,AND,6,24,61,73,1144,10.0,1.0,2,1109
68,Espresso,AND,6,24,61,74,1142,13.0,1.0,1,51
68,JBool,AND,6,24,61,74,1142,17.0,1.0,2,1
69,Naïve,OR,10,24,175,255,3395,191.0,96.0,0,0
69,OnlySelec,OR,10,24,115,159,2215,96.0,51.0,0,243
69,ATGT,OR,10,24,112,154,2149,91.0,51.0,0,6919
69,Espresso,OR,10,24,115,164,2201,101.0,51.0,0,524
69,JBool,OR,10,24,160,231,2999,201.0,51.0,0,183
70,Naïve,OR,9,24,163,255,2925,203.0,89.0,0,0
70,OnlySelec,OR,9,24,118,175,2123,118.0,53.0,0,269
70,ATGT,OR,9,24,114,167,2055,111.0,53.0,0,8201
70,Espresso,OR,9,24,118,181,2107,124.0,53.0,0,542
70,JBool,OR,9,24,184,285,3306,247.0,53.0,0,180
71,Naïve,AND,14,24,69,86,1256,22.0,15.0,0,0
71,OnlySelec,AND,14,24,69,86,1254,22.0,8.0,2,0
71,ATGT,AND,14,24,69,86,1254,22.0,8.0,2,1179
71,Espresso,AND,14,24,69,87,1252,25.0,8.0,2,50
71,JBool,AND,14,24,69,87,1252,28.0,8.0,3,1
72,Naïve,AND,1,24,56,66,1030,3.0,2.0,0,0
72,OnlySelec,AND,1,24,56,66,1030,4.0,0.0,1,0
72,ATGT,AND,1,24,55,65,1020,5.0,0.0,1,1067
72,Espresso,AND,1,24,56,65,1028,4.0,0.0,0,50
72,JBool,AND,1,24,55,63,1018,1.0,0.0,1,0
