id,step,method,type,mutation,flit,BFED,BFCD,constraints,literals,timeSelection,timeSimplification,timeTotal,sizes,sizew
0,10,Naive,10,RC,2.6,0.0,0.0,2.0,5.0,0.0,0.0,0.0,2.6,NaN
0,10,onlySelection,10,RC,2.6,0.0,0.0,2.0,5.0,0.2,0.0,0.4,2.6,NaN
0,10,ATGT,10,RC,2.6,0.0,0.0,2.0,5.0,0.4,3214.7,3215.1,2.6,NaN
0,10,Espresso,10,RC,2.6,0.0,0.0,2.0,5.0,0.3,213.0,213.3,2.6,NaN
0,10,JBool,10,RC,2.6,0.0,0.0,2.0,5.0,0.2,1.6,1.8,2.6,NaN
0,10,QM,10,RC,2.6,0.0,0.0,2.0,5.0,0.1,88.2,88.4,2.6,NaN
0,15,Naive,3,RL,1.6,0.0,3.7,2.533333333333333,8.466666666666667,0.0,0.0,0.0,2.6666666666666665,1.3333333333333333
0,15,onlySelection,3,RL,1.6,0.0,1.4,2.533333333333333,6.666666666666667,0.0,0.06666666666666667,0.1,2.6666666666666665,1.3333333333333333
0,15,ATGT,3,RL,1.6,0.0,1.0,2.533333333333333,6.266666666666667,0.06666666666666667,1844.7333333333333,2767.3,2.6666666666666665,1.3333333333333333
0,15,Espresso,3,RL,1.6,0.0,1.4,2.533333333333333,6.666666666666667,0.13333333333333333,128.53333333333333,193.1,2.6666666666666665,1.3333333333333333
0,15,JBool,3,RL,1.6,0.0,0.9,2.533333333333333,6.2,0.06666666666666667,0.4666666666666667,0.9,2.6666666666666665,1.3333333333333333
0,15,QM,3,RL,1.6,0.0,0.9,2.533333333333333,6.2,0.13333333333333333,49.666666666666664,75.1,2.6666666666666665,1.3333333333333333
0,13,Naive,8,SL,1.8461538461538463,0.0,4.111111111111111,2.923076923076923,8.461538461538462,0.0,0.0,0.2222222222222222,2.125,1.4
0,13,onlySelection,8,SL,1.8461538461538463,0.0,2.6666666666666665,2.923076923076923,7.461538461538462,0.07692307692307693,0.0,0.1111111111111111,2.125,1.4
0,13,ATGT,8,SL,1.8461538461538463,0.0,2.4444444444444446,2.923076923076923,7.3076923076923075,0.0,2670.3076923076924,3857.1111111111113,2.125,1.4
0,13,Espresso,8,SL,1.8461538461538463,0.0,2.6666666666666665,2.923076923076923,7.461538461538462,0.07692307692307693,178.46153846153845,258.1111111111111,2.125,1.4
0,13,JBool,8,SL,1.8461538461538463,0.0,2.4444444444444446,2.923076923076923,7.3076923076923075,0.23076923076923078,0.46153846153846156,1.0,2.125,1.4
0,13,QM,8,SL,1.8461538461538463,0.0,2.4444444444444446,2.923076923076923,7.3076923076923075,0.07692307692307693,72.76923076923077,105.22222222222223,2.125,1.4
