step,method,type,flit,BFED,BFCD,constraints,literals,timeSelection,timeSimplification,timeTotal
31,Espresso,OR,37,0.0,2758.0,84,2909,9,360,369
32,Espresso,OR,37,0.0,2869.0,84,3020,10,341,351
33,Espresso,OR,37,0.0,2980.0,84,3131,10,344,354
34,Espresso,OR,37,0.0,3091.0,84,3242,9,334,344
35,Espresso,OR,37,0.0,3202.0,84,3353,10,338,348
36,Espresso,OR,37,0.0,3313.0,84,3464,10,332,342
37,Espresso,OR,37,0.0,3424.0,84,3575,10,342,352
38,Espresso,OR,37,0.0,3535.0,84,3686,10,393,403
39,Espresso,OR,39,0.0,3652.0,84,3803,11,380,391
40,Espresso,OR,39,0.0,3769.0,84,3920,11,351,362
41,Espresso,OR,39,0.0,3886.0,84,4037,11,335,346
42,Espresso,OR,38,0.0,3962.0,84,4113,11,224,235
43,Espresso,OR,38,0.0,4038.0,84,4189,11,229,240
44,Espresso,OR,40,0.0,4118.0,84,4269,11,228,239
45,Espresso,OR,40,0.0,4198.0,84,4349,11,240,251
46,Espresso,OR,38,0.0,4274.0,84,4425,11,243,254
47,Espresso,OR,38,0.0,4350.0,84,4501,13,231,244
48,Espresso,OR,38,0.0,4426.0,84,4577,12,227,239
49,Espresso,OR,38,0.0,4502.0,84,4653,12,229,241
50,Espresso,OR,38,0.0,4578.0,84,4729,12,226,238
51,Espresso,OR,38,0.0,4654.0,84,4805,11,227,239
52,Espresso,OR,38,0.0,4730.0,84,4881,13,225,238
53,Espresso,OR,38,0.0,4806.0,84,4957,12,238,251
54,Espresso,OR,40,0.0,4886.0,84,5037,13,231,244
55,Espresso,OR,40,0.0,4966.0,84,5117,13,233,246
56,Espresso,OR,38,0.0,5042.0,84,5193,12,228,240
57,Espresso,OR,38,0.0,5118.0,84,5269,13,230,243
58,Espresso,OR,38,0.0,5194.0,84,5345,16,230,246
59,Espresso,OR,38,0.0,5270.0,84,5421,12,229,241
60,Espresso,OR,38,0.0,5346.0,84,5497,13,228,241
61,Espresso,OR,38,0.0,5422.0,84,5573,16,257,273
62,Espresso,OR,40,0.0,5502.0,84,5653,14,251,265
63,Espresso,OR,38,0.0,5578.0,84,5729,13,294,307
64,Espresso,OR,38,0.0,5654.0,84,5805,13,241,254
65,Espresso,OR,40,0.0,5734.0,84,5885,13,233,246
66,Espresso,OR,37,0.0,5771.0,84,5922,14,130,144
67,Espresso,OR,37,0.0,5808.0,84,5959,15,123,138
68,Espresso,OR,37,0.0,5845.0,84,5996,15,119,134
69,Espresso,OR,37,0.0,5882.0,84,6033,13,117,130
70,Espresso,OR,37,0.0,5919.0,84,6070,13,122,135
71,Espresso,OR,37,0.0,5956.0,84,6107,13,117,130
72,Espresso,OR,37,0.0,5993.0,84,6144,15,117,132
73,Espresso,OR,39,0.0,6032.0,84,6183,13,118,131
74,Espresso,OR,39,0.0,6071.0,84,6222,13,118,132
75,Espresso,OR,39,0.0,6110.0,84,6261,14,119,133
76,Espresso,OR,39,0.0,6149.0,84,6300,14,119,133
77,Espresso,OR,39,0.0,6188.0,84,6339,14,120,134
78,Espresso,OR,39,0.0,6227.0,84,6378,14,119,133
79,Espresso,OR,37,0.0,6264.0,84,6415,14,120,134
80,Espresso,OR,37,0.0,6301.0,84,6452,13,119,132
81,Espresso,OR,37,0.0,6338.0,84,6489,13,123,136
82,Espresso,OR,37,0.0,6375.0,84,6526,14,129,143
83,Espresso,OR,37,0.0,6412.0,84,6563,15,122,138
84,Espresso,OR,37,0.0,6449.0,84,6600,14,121,135
85,Espresso,OR,37,0.0,6486.0,84,6637,14,120,134
86,Espresso,OR,37,0.0,6523.0,84,6674,15,119,134
87,Espresso,OR,37,0.0,6560.0,84,6711,13,122,135
88,Espresso,OR,37,0.0,6597.0,84,6748,14,120,134
89,Espresso,OR,37,0.0,6634.0,84,6785,14,119,133
90,Espresso,OR,37,0.0,6671.0,84,6822,18,125,143
91,Espresso,OR,39,0.0,6710.0,84,6861,16,125,141
92,Espresso,OR,39,0.0,6749.0,84,6900,15,123,138
93,Espresso,OR,39,0.0,6788.0,84,6939,15,128,143
94,Espresso,OR,39,0.0,6827.0,84,6978,14,125,139
95,Espresso,OR,41,0.0,6868.0,84,7019,16,127,143
96,Espresso,OR,41,0.0,6909.0,84,7060,15,147,162
97,Espresso,OR,39,0.0,6948.0,84,7099,15,127,142
98,Espresso,OR,39,0.0,6987.0,84,7138,15,140,155
99,Espresso,OR,37,0.0,7024.0,84,7175,16,122,138
100,Espresso,OR,37,0.0,7061.0,84,7212,15,117,132
101,Espresso,OR,37,0.0,7098.0,84,7249,15,116,131
102,Espresso,OR,37,0.0,7135.0,84,7286,15,134,149
103,Espresso,OR,37,0.0,7172.0,84,7323,17,118,135
104,Espresso,OR,37,0.0,7209.0,84,7360,15,115,130
105,Espresso,OR,37,0.0,7246.0,84,7397,15,122,137
106,Espresso,OR,37,0.0,7283.0,84,7434,14,128,143
107,Espresso,OR,37,0.0,7320.0,84,7471,15,123,138
108,Espresso,OR,37,0.0,7357.0,84,7508,17,123,140
109,Espresso,OR,37,0.0,7394.0,84,7545,15,133,148
110,Espresso,OR,37,0.0,7431.0,84,7582,16,135,151
111,Espresso,OR,37,0.0,7468.0,84,7619,26,142,168
112,Espresso,OR,37,0.0,7505.0,84,7656,16,125,141
113,Espresso,OR,39,0.0,7544.0,84,7695,18,143,161
114,Espresso,OR,39,0.0,7583.0,84,7734,16,133,149
115,Espresso,OR,39,0.0,7622.0,84,7773,16,123,139
116,Espresso,OR,39,0.0,7661.0,84,7812,21,129,150
117,Espresso,OR,37,0.0,7698.0,84,7849,16,125,141
118,Espresso,OR,39,0.0,7737.0,84,7888,18,137,155
119,Espresso,OR,39,0.0,7776.0,84,7927,17,133,150
120,Espresso,OR,37,0.0,7813.0,84,7964,17,136,153
121,Espresso,OR,37,0.0,7850.0,84,8001,15,121,136
122,Espresso,OR,37,0.0,7887.0,84,8038,16,119,135
123,Espresso,OR,36,0.0,7959.0,84,8110,16,244,260
124,Espresso,OR,36,0.0,8031.0,84,8182,17,242,259
125,Espresso,OR,36,0.0,8103.0,84,8254,16,258,274
