id,idconf,method,type,flit,feat,lit,op,chars,BFED,BFCD,timeSelection,timeSimplification,timeTotal
47,5,onlySelection,OR,5,24,115,171,2185,119.0,60.0,0,0,0
48,5,ATGT,OR,5,24,98,141,1863,86.0,43.0,0,12719,12719
49,5,Espresso,OR,5,24,115,181,2157,131.0,60.0,0,624,624
50,5,JBool,OR,5,24,121,180,2266,149.0,66.0,0,31,31
51,6,Naive,AND,6,24,61,74,1120,10.0,6.0,0,0,0
52,6,onlySelection,AND,6,24,61,74,1118,10.0,6.0,0,0,0
53,6,ATGT,AND,6,24,61,74,1118,10.0,6.0,0,1141,1141
54,6,Espresso,AND,6,24,61,75,1116,13.0,6.0,0,42,42
55,6,JBool,AND,6,24,61,74,1117,17.0,6.0,0,15,15
56,6,Naive,OR,6,24,127,195,2511,143.0,72.0,0,0,0
57,6,onlySelection,OR,6,24,127,195,2511,143.0,72.0,0,0,0
58,6,ATGT,OR,6,24,108,161,2117,106.0,53.0,0,12791,12791
59,6,Espresso,OR,6,24,127,205,2483,155.0,72.0,0,686,686
60,6,JBool,OR,6,24,116,183,2259,159.0,61.0,0,15,15
61,7,Naive,AND,7,24,62,75,1147,11.0,7.0,0,0,0
62,7,onlySelection,AND,7,24,62,75,1145,11.0,7.0,0,0,0
63,7,ATGT,AND,7,24,62,75,1145,11.0,7.0,0,1102,1102
64,7,Espresso,AND,7,24,62,76,1143,14.0,7.0,0,40,40
65,7,JBool,AND,7,24,62,76,1143,18.0,7.0,0,0,0
66,7,Naive,OR,7,24,139,231,2657,167.0,84.0,0,0,0
67,7,onlySelection,OR,7,24,139,231,2657,167.0,84.0,0,0,0
68,7,ATGT,OR,7,24,109,171,2079,108.0,54.0,0,12812,12812
69,7,Espresso,OR,7,24,139,241,2629,179.0,84.0,0,685,685
70,7,JBool,OR,7,24,154,238,2933,203.0,99.0,0,16,16
71,8,Naive,AND,8,24,63,74,1156,10.0,8.0,0,0,0
72,8,onlySelection,AND,8,24,63,74,1154,10.0,8.0,0,0,0
73,8,ATGT,AND,8,24,63,74,1154,10.0,8.0,0,1086,1086
74,8,Espresso,AND,8,24,63,75,1152,13.0,8.0,0,54,54
75,8,JBool,AND,8,24,63,75,1152,17.0,8.0,0,0,0
76,8,Naive,OR,8,24,151,207,2671,155.0,96.0,0,0,0
77,8,onlySelection,OR,8,24,151,207,2671,155.0,96.0,0,0,0
78,8,ATGT,OR,8,24,110,145,1978,89.0,55.0,0,13506,13506
79,8,Espresso,OR,8,24,151,217,2643,167.0,96.0,0,644,645
80,8,JBool,OR,8,24,116,161,2012,141.0,61.0,0,22,22
81,9,Naive,AND,9,24,64,79,1203,14.0,9.0,0,0,0
82,9,onlySelection,AND,9,24,64,79,1201,14.0,9.0,2,0,2
83,9,ATGT,AND,9,24,64,79,1201,14.0,9.0,2,1104,1106
84,9,Espresso,AND,9,24,64,80,1199,17.0,9.0,3,54,57
85,9,JBool,AND,9,24,64,80,1199,22.0,9.0,2,1,4
86,9,Naive,OR,9,24,163,267,3129,215.0,108.0,0,0,0
87,9,onlySelection,OR,9,24,163,267,3129,215.0,108.0,0,0,0
88,9,ATGT,OR,9,24,125,195,2413,139.0,70.0,0,14114,14114
89,9,Espresso,OR,9,24,163,277,3101,227.0,108.0,0,639,640
90,9,JBool,OR,9,24,214,335,3769,333.0,159.0,0,22,22
91,10,Naive,AND,10,24,65,81,1206,16.0,10.0,0,0,0
92,10,onlySelection,AND,10,24,65,81,1204,16.0,10.0,1,1,2
93,10,ATGT,AND,10,24,65,81,1204,16.0,10.0,2,1206,1208
94,10,Espresso,AND,10,24,65,82,1202,19.0,10.0,2,57,59
95,10,JBool,AND,10,24,65,81,1203,23.0,10.0,2,2,4
96,10,Naive,OR,10,24,175,255,3419,191.0,120.0,0,0,0
97,10,onlySelection,OR,10,24,175,255,3419,191.0,120.0,0,0,0
98,10,ATGT,OR,10,24,121,168,2357,106.0,66.0,0,14554,14554
99,10,Espresso,OR,10,24,175,265,3391,203.0,120.0,0,658,658
100,10,JBool,OR,10,24,249,370,4657,326.0,194.0,0,54,54
