step,method,type,flit,BFED,BFCD,constraints,literals,timeSelection,timeSimplification,timeTotal
327,Espresso,AND,2,0.0,-1158.0,1136,2540,63,100,163
328,Espresso,AND,2,0.0,-1156.0,1137,2542,31,99,130
329,Espresso,AND,3,0.0,-1153.0,1138,2545,63,100,163
330,Espresso,AND,2,0.0,-1151.0,1139,2547,53,127,180
331,Espresso,AND,2,0.0,-1149.0,1140,2549,38,100,138
332,Espresso,AND,2,0.0,-1147.0,1141,2551,61,86,147
333,Espresso,AND,2,0.0,-1145.0,1142,2553,31,105,136
334,Espresso,AND,2,0.0,-1143.0,1143,2555,49,87,136
335,Espresso,AND,2,0.0,-1141.0,1144,2557,32,131,163
336,Espresso,AND,2,0.0,-1139.0,1145,2559,45,93,138
337,Espresso,AND,2,0.0,-1137.0,1146,2561,69,100,169
338,Espresso,AND,2,0.0,-1135.0,1147,2563,80,94,174
339,Espresso,AND,3,0.0,-1132.0,1148,2566,47,100,147
340,Espresso,AND,3,0.0,-1129.0,1149,2569,74,94,168
341,Espresso,AND,3,0.0,-1126.0,1150,2572,85,100,185
342,Espresso,AND,2,0.0,-1124.0,1151,2574,30,87,117
343,Espresso,AND,2,0.0,-1122.0,1152,2576,85,87,172
344,Espresso,AND,2,0.0,-1120.0,1153,2578,35,90,125
345,Espresso,AND,2,0.0,-1118.0,1154,2580,47,100,147
346,Espresso,AND,20,0.0,-1098.0,1155,2600,148,100,248
347,Espresso,AND,2,0.0,-1096.0,1156,2602,38,100,138
348,Espresso,AND,2,0.0,-1094.0,1157,2604,41,106,147
349,Espresso,AND,2,0.0,-1092.0,1158,2606,22,100,122
350,Espresso,AND,2,0.0,-1090.0,1159,2608,47,100,147
351,Espresso,AND,2,0.0,-1088.0,1160,2610,56,95,151
352,Espresso,AND,2,0.0,-1086.0,1161,2612,42,90,132
353,Espresso,AND,2,0.0,-1084.0,1162,2614,33,100,133
354,Espresso,AND,2,0.0,-1082.0,1163,2616,25,123,148
355,Espresso,AND,2,0.0,-1080.0,1164,2618,47,116,163
356,Espresso,AND,2,0.0,-1078.0,1165,2620,29,96,125
357,Espresso,AND,2,0.0,-1076.0,1166,2622,24,107,131
358,Espresso,AND,2,0.0,-1074.0,1167,2624,33,115,148
359,Espresso,AND,2,0.0,-1072.0,1168,2626,31,101,132
360,Espresso,AND,2,0.0,-1070.0,1169,2628,38,100,138
361,Espresso,AND,2,0.0,-1068.0,1170,2630,42,105,147
362,Espresso,AND,2,0.0,-1066.0,1171,2632,23,112,135
363,Espresso,AND,2,0.0,-1064.0,1172,2634,31,100,131
364,Espresso,AND,2,0.0,-1062.0,1173,2636,96,89,185
365,Espresso,AND,2,0.0,-1060.0,1174,2638,85,100,185
366,Espresso,AND,2,0.0,-1058.0,1175,2640,89,95,184
367,Espresso,AND,2,0.0,-1056.0,1176,2642,49,95,144
368,Espresso,AND,2,0.0,-1054.0,1177,2644,62,101,163
