id,step,method,type,mutation,flit,BFED,BFCD,constraints,literals,timeSelection,timeSimplification,timeTotal
0,51,Naive,51,RC,2.5098039215686274,0.0,7.6,16.84313725490196,60.21568627450981,0.0,0.0,0.2
0,51,onlySelection,51,RC,2.5098039215686274,0.0,7.6,11.0,60.21568627450981,1.9215686274509804,0.0,10.1
0,51,Espresso,51,RC,2.5098039215686274,0.0,7.6,11.0,60.21568627450981,1.7254901960784315,55.07843137254902,290.2
0,322,Naive,5,RL,12.48447204968944,0.0,5104.6,12.804347826086957,7052.416149068323,0.0,0.0,0.3
0,322,onlySelection,5,RL,12.48447204968944,0.0,401.0,12.0,595.9658385093168,2.111801242236025,0.006211180124223602,69.0
0,322,Espresso,5,RL,12.48447204968944,0.0,401.0,12.0,595.9658385093168,2.341614906832298,56.090062111801245,1882.4
0,415,Naive,18,SL,10.708433734939758,0.0,5859.5,13.356626506024096,7295.956626506024,0.0,0.0,0.1
0,415,onlySelection,18,SL,10.708433734939758,0.0,444.4,12.0,608.0915662650602,3.185542168674699,0.0,132.8
0,415,Espresso,18,SL,10.708433734939758,0.0,444.4,12.0,600.1301204819277,3.4216867469879517,55.513253012048196,2446.2
